,content,,,,,,,,
254,와..진짜 2003년 충무로에 무슨일이 있었던거냐..,,,,,,,,
255,염정아 연기 진짜 .. 대단,,,,,,,,
256,두번째 볼때 더 소름돋았던 영화,,,,,,,,
257,장소 세팅을 연극처럼 해놓고 철저히 극적이고 비현실적인 이야기를 펼치는 점이,,,,,,,,
258,돌이킬 수 없는 걸음 영화를 관통한다,,,,,,,,
259,한국공포영화중에 탑쓰리!,,,,,,,,
260,염정아의 재발견...,,,,,,,,
261,돌이킬 수 없는 수미의 발걸음과 닿지 않을 곳에 멈춰버린 수연이의 시간.,,,,,,,,
262,지루하긴 뭐가 지루해ㅡㅡ 몰입도가 장난 아니구만..,,,,,,,,
263,무섭도록 아름답고 슬펐던 영화. 마지막 장면이 끝나고 꽤 오랜 시간 일어나지 못했던 기억이...,,,,,,,,
264,15년만에 다시 봤는데 역시 명작. 김지운 감독님 이런 공포물 다시 만들어주세요~,,,,,,,,
265,한국의 '식스센스'라고 평가하고 싶다. 반전도 반전이지만 무엇보다도 미장센이 끝장난다. 14년이나 지난 지금은 2017년 이지만 요즘 한국영화들을 보면 2003년도에 나온 이 영화에 반의 반의 반도 못...,,,,,,,,
266,공포영화가 평점이 8점대면 거의일반 9점대영화인건 다들알거라고봄.. 10년더된영화라고봐서도 또 그냐우영화자체만 보더라도 연출 등 모두 훌륭하고 특히 공포영화의 부족한 요소가될수있는 스토리도 훌륭..,,,,,,,,
267,영화가 영상미도있고 너무예쁘네요...,,,,,,,,
268,이제 오래된 영화지만 세번째 다시 봐도 식상하지 않다. 영화 구석 구석 치밀한 반전 설치와 영상미와 ost 명작이다 문근영과 임수정의 한창 이쁠 때랑 염정아까지 배우들의 연기도 일품이다,,,,,,,,
269,공포보다 더 큰 슬픔과아픔,,,,,,,,
270,개봉당시에 평가 낮고 주위반응도 별로여서 왜 이 무섭고 재밌는 영화를?! 했던게 아직도 기억에 남는데,,,,,,,,
271,임수정과 문근영을 다시는 이시간으로 돌이킬수가 없다 !!!,,,,,,,,
272,대한민국 최고 공포영화,,,,,,,,
273,마지막여운이 오래남네요,,,,,,,,
274,처음 봤을때는 어떤것이반전인지 잘몰랐으나 몇번이나다시보니 구성이 너무 잘된거같고 ost 또한 기억에남는 한국의 몇안되는 공포영화중 베스트1이라고 생각되네요,,,,,,,,
275,예술성 스토리도 압권이지만 무서운 걸로 따져도.. 지금까지도 장화홍련보다 무서운 영화는 내게 없다 ㅋㅋㅋ,,,,,,,,
276,수미의 아버지를 제외한 인물들이 모두 수미 자신이 투영되어 있는 허구의 인물들이었다는 걸 알았을 때,,,,,,,,
277,어릴 땐 그저 무서운 영화였는데 나이를 먹어가며 가끔 찾아보면서 알 수 있었다. 어마어마한 수작이라는 것을. 영화가 끝날 때 쯤 공포가 처절한 슬픔으로 바뀌는 그 순간,,,,,,,,
278,내가 본 영화중에 탑1이다..,,,,,,,,
279,15년 전 본 영화인데도 불구하고,,,,,,,,
280,마지막 '돌이킬 수 없는 걸음'이 나올 때 휘몰아치는 여운은 정말 최고였다,,,,,,,,
281,TV 다시보기로 봤는데 스토리도 좋고 무섭기도 하고 재밌음,,,,,,,,
282,내가 초딩때 지역 회관에서 관람 했는데 거기있던 사람만 합쳐도 25명 넘었을꺼다 네이버 일해라!,,,,,,,,
283,어렸을때 tv에서 많이 틀어줘서 봤는데 지금보니까 이만한 공포영화는 없을 거임.,,,,,,,,
284,이 영화의 장르는 공포가 아니다. 공포를 가장한 예술영화이다.,,,,,,,,
285,임수정이 너무이뻐서 임수정 때문에 봤다가 이 영화로 나는 김지운의 팬이 되었다. 대부분 인생 최고의 공포영화라 하는데 나에게는 모든 장르를 통틀어 인생 최고의 영화였다.,,,,,,,,
286,깊은 해석을 모르고 봤었을 때와 그 해석을 깨닫고 보았을 때의 들여다보는 이 영화는 그 무엇보다 많은 것이 담겨져 있었다.,,,,,,,,
287,애기땐 아무것도모르고봤느데커서보니까 또 다르네,,,,,,,,
288,관객수가 25명...?,,,,,,,,
289,재개봉 해주세요 10자,,,,,,,,
290,소리만 지르는 공포영화와 다르다,,,,,,,,
291,시1팡 엄마 무서워ㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,,,,,,,,
292,우리나라공포영화 좀 이작품처럼 만들어라,,,,,,,,
293,공포영화 중에서 제일 마음에 들었음. 세트장 인테리어도 예뻤고 배우들 연기도 좋았다.이게 벌써 14년 전 영화..ㄷㄷ,,,,,,,,
294,새벽에 불다끄고 이어폰 끼고 봤다가 닭될뻔ㅠㅠㅠ,,,,,,,,
295,내 인생 최고의 공포영화.요즘도 가끔 생각날 때 다시 보곤 한다.,,,,,,,,
296,완전히 이해하고 본 이 영화는  복잡한 시간 편집 속에 정말 지독하다  다양하게 해석 하도록 만들어진 이 영화는 인테리어 하나 까지 모두 감독의 계산이 얼마나 철저했는지 알수있다,,,,,,,,
297,전설! 감히 한국 공포의 전설이라고 말하고 싶어요.... 깊은 여운,,,,,,,,
298,언니가 기회를놓친게 너무아쉽고 답답한영화,,,,,,,,
299,9점대 가야지 솔직히...,,,,,,,,
300,어렸을땐 무서운장면땜에 제대로 못봤는데나이먹고 보니까 슬프다ㅠ 반전있는지도 다시보고 처음알게됨특히 ost 최고다저시대 특유의 분위기와 색감 영상미도 너무 좋음그냥 귀신만 튀어나오고 사람놀래키는 그런 공포가 아니어서 ...,,,,,,,,
301,신선한 소재의 충격과 동질감,,,,,,,,
302,너무나도 아름답지만 슬픈 비극을 역설적으로 그려낸 공포영화의 걸작.,,,,,,,,
303,이런 영화 다시 안 나오나... tatu - clowns는 지금 들어도 너무 이 영화랑 찰떡임,,,,,,,,
304,정신병자 이야기는 항상 영화가 꼬여 있다. 현실과 환상을 뒤섞었다가 나중에 되돌려 놓으면 그게 반전. 이 영화는 뭔가 답답함. 처음부터 끝까지 같은 톤으로 쭉 흘러감. 고구마 한참 먹다가 사이다 없다는 걸 알았을 때...,,,,,,,,
305,어릴때는 몰랐었다 이 스토리가 이렇게 슬펐다는걸…마지막 엔딩장면은 대박이다,,,,,,,,
306,왜안봤어요?보면알아요,,,,,,,,
307,공포로 포장된 후회와 상처 그래서 더 여운이 남는 엔딩씬,,,,,,,,
308,자신의 기억속에서 미쳐가는 소녀의 아픔 / 스토리와 공포감 두마리 토끼를 모두 잡은 한국 최고의 공포영화,,,,,,,,
309,연기력,,,,,,,,
310,이 영화는 반전이 두 개다. 근데 그 반전에만 의지하는 영화가 아니라는 것이다. 게다가 정말 무서운건 귀신 이런 것 따위가 아니라는 차원 높은 근원적인 공포에 대한 메세지도 있다. 진짜 생각할 수록 명작,,,,,,,,
311,내가 머리가 안좋아서 그런가 재밌었는데 이해하기가 오래걸렸다.,,,,,,,,
312,한국공포 영화 중 세손가락안에는 들어갈만한 영화.임수정이 연기파 배우였구나 싶은걸 20년전 영화를 보고 알았네.,,,,,,,,
313,최고!! 음악 미술 연기 스토리 모두 완벽,,,,,,,,
314,,,,,,,,,
315,,,,,,,,,
316,어릴 때  개봉했던 영화라 OCN에서 처음 봤는데..배우들 연기 완전 잘하고,,,,,,,,
317,두고두고 회자될 좋은 영화,,,,,,,,
318,무섭다기보단 너무 슬펐습니다 어렸을 때 봤는데 그때부터 공포영화 하면 제일 먼저 떠오릅니다 연출 너무 좋아요 ㅠㅠㅠㅠ,,,,,,,,
319,,,,,,,,,
320,누가 공포래요.. 너무 슬프잖아..,,,,,,,,
321,어릴땐 그냥 단순 공포영화로만 봤는데 커서 다시보니 연출 영상미 내용 모든게 완벽한,,,,,,,,
322,,,,,,,,,
323,영화 후기 처음으로 써본다. 최고다.,,,,,,,,
324,공포의 정의를 다르게 바라보는 시선,,,,,,,,
325,스토리 정말 탄탄하고 너무 무서운데,,,,,,,,
326,후하게 10점할게요. 공포영화 잘보는편으로써 무섭다기보다 슬프거나 우울했어요. 재밌습니다.,,,,,,,,
327,아직까지도 이 영화는 내가 본 공포영화중에 최고다. 숨막히는 연기 공포영화에서 보기힘든 아름다운 영상미 상상력을 자극하는 스토리 가슴이 아려오는 엔딩의 배경음악 완벽하다고 생각한다.,,,,,,,,
328,말해 무엇 명작 ㅠㅠ,,,,,,,,
329,..좋은작품입니다 연기 스토리 연출 모두 좋습니다,,,,,,,,
330,음악....대박....,,,,,,,,
331,진심으로 내 인생  최고의 영화,,,,,,,,
332,결말은 어느정도 예측했지만 이 정도면 수작이다. 브금이 사기,,,,,,,,
333,소름과 슬픔이 교차하는구나.,,,,,,,,
334,무료길래 아무 생각없이 봤는데 이런 개띵작도 없다... 존나 재밌음 스토리 탄탄 반전 공포 분위기 조성,,,,,,,,
335,열번이상 풀로 본 영화는 이게 처음이자 마지막,,,,,,,,
336,진짜 인생영화..노래도 띵곡이어서 5번 넘게봄,,,,,,,,
337,임수정 배우님 너무 귀엽고 예쁘시고,,,,,,,,
338,개봉했을때 극장에서 봤던영화. 영화정보가 잘못됐었나봐요. 당시 삼백만명 넘게 봤어요. 최고의 공포영화!,,,,,,,,
339,개인적으로 김지운감독님 작품중 이게 최고,,,,,,,,
340,말이 필요없는 최고의 명작,,,,,,,,
341,웰메이드 공포 영화. 끝나고 엔딩 OST 곡명 찾아보고 한번 더 소름..,,,,,,,,
342,이렇게 스토리 탄탄한 공포영화 일줄은...,,,,,,,,
343,이 영화를 왜 이제 봤지? 마지막 임수정의 스틸컷과 음악을 들으며 심장 멎는줄ㄷㄷㄷ,,,,,,,,
344,아마도 영원한 내 인생영화,,,,,,,,
345,재밋는데ㅔ요 ㅠㅠㅠㅠ,,,,,,,,
346,Ost 제목 알고 마지막 부분 다시봤더니 진짜 소름이다,,,,,,,,
347,한국 공포영화 중 몇 안 되는 수작. ( 장화홍련 / 기담 / 불신지옥 ),,,,,,,,
348,미친...오진다..,,,,,,,,
349,한국 공포영화 1등 스토리 연출 결말 등 다 대단,,,,,,,,
350,기존 고전소설보다 나은 수작이다.,,,,,,,,
351,영화관에서 본 처음이자 마지막(이 될 것 같은...) 공포영화....,,,,,,,,
352,오랫만에 명작보고싶어 봤는데 볼때마다 새롭다. 한국 공포영화의 새로운길을 열어준 최고의 영화. 아름답고 슬픈 공포. 스토리 ,,,,,,,,
353,2018다시봤다 절대 뒤떨어지지 않는 영화!,,,,,,,,
354,명작..왜 이제야봤지,,,,,,,,
355,재개봉 해주세요! 10자,,,,,,,,
356,이건 스토리 다알고보면 더무섭더라 영상미음악 너무나좋았다,,,,,,,,
357,이 영화는 두 번 보면 더 재밌다,,,,,,,,
358,여전히 우리나라 공포영화 워탑 미쟝센이 압도하는 영화,,,,,,,,
359,우아한 공포 잊을수없는 수작,,,,,,,,
360,절제된 공포  도저히 14년된 작품이라 느껴지지 않을정ㅇ도로 고급스러운 영화 스토리라인을 따라서 긴박하게 스토리가 흘러간다 배우들의 연기또한 수준급 꼭 볼만한 영화,,,,,,,,
361,중학생때보고 10년이 지난 지금봐도 세련되고 음산한영화 몇번을 ㅈ봐도 안질린다,,,,,,,,
362,반전때 소름 10초간 돋음,,,,,,,,
363,김지운이라는 감독의 작품을 처음 본 것이 악마를 보았다 였다.. 그 이후로 다시는 김지운 감독의 영화는 보지 않기로 했는데 워낙 유명해서 한번 봤다. 장르 내에서의 완성도에서 높게 점수를 준다. 하지만 김지운 영화는...,,,,,,,,
364,이거 학창시절때 10번은 넘게 본 영화다!지금봐도 한국의 공포,,,,,,,,
365,너무도 슬프고도 가슴아픈 공포...,,,,,,,,
366,슬픈공포 여전히 음악도 즐겨 듣는 작품~♡,,,,,,,,
367,극강의 미쟝센. 느와르에 달콤한인생이라면 공포에는 장화홍련이다. 단순한 공포를 넘어 하나의 슬픈동화같은 영화,,,,,,,,
368,장화,,,,,,,,
369,예측 할 필요없이 몰입감이 아주 좋다. 미쟝센을 이용한 스토리텔링 방식이 그런 이유겠지. 결말에 대한 사전설명은 애초에 없었기에 예측 할 필요가 없겠지...,,,,,,,,
370,아름답게 무서운 영화. 공포영화지만 컷 하나하나가 다 예쁘다.,,,,,,,,
371,잔잔한 슬픔에 잠긴 공포,,,,,,,,
372,명작중에명작 무슨말이필요함,,,,,,,,
373,한국 공포 영화의 최정점,,,,,,,,
374,조조할인시절 개봉일 처음으로 줄서서 들어갔던 영화 사람이 너무 많아서  석착순으로 들어가고 영화관 바닥에 앉아서도 보고 서서도 보는 내생에 처음보는 관경을 준 영화 아름다운 공포 아직도 생생한 bgm can you ...,,,,,,,,
375,모든 방면에서 새롭게 다가간 제대로 만든 한국 공포 영화,,,,,,,,
376,한국 공포영화 중 몇 안되는 수작이라 생각함. 경쾌하면서도 슬픈 느낌을 주는 배경음악은 아직도 잊혀지지가 않음.,,,,,,,,
377,김지운 감독이라 이 정도의 공포영화가 가능한 것 같다한국영화에서 보기드문 공포영화 수작. 아직도 잊히지 않는 수미의 가슴 아픈 가정사..한동안 그 슬픈 여운이 떠나가지 않았던 기억이 남아 있다.,,,,,,,,
378,배우들의 주옥같은 연기부터 영화의 분위기,,,,,,,,
379,내 인생영화.. 연기연출미술음악 모두 좋았음,,,,,,,,
380,한국 공포영화중 꼭봐야하는 영화,,,,,,,,
381,잘 짜여진 스토리지만 작은 복선들(알아 차리지 못한다면)이 루즈하게 중반까지 이끌어감으로써 몰입도가 떨어진다. 정체를 알고 본다면 더 집중하며 재밌게 볼 수 있을듯..,,,,,,,,
382,배우들의 연기와 화면연출 그리고 음악.. 영화과 끝나자마자 다시 보고싶게 만드는 소름돋는 반전니 진짜... 하..이 영화 한 다섯번은 봣는데 갑자기 또 보고싶어서 오늘 한 번 더 봤음. 다시 봐도 좋다,,,,,,,,
383,진짜12세관람가능인데도불구하고스토리도좋고b반전짱이다,,,,,,,,
384,영화를 보고나니 포스터가 상당히 의미심장하게 느껴진다,,,,,,,,
385,지금봐도 세련된 공포와 미장센,,,,,,,,
386,예전엔 다이해안가는거투성이라 노잼이엇는대 나도다컷고 내용을이해하니 너무슬프다 ㅠㅜ 배경음악이랑너무잘맞는다 연기도다너무좋앗고,,,,,,,,
387,영상,,,,,,,,
388,옛날 극장에서 봤을땐 공포영화라는데에만 너무 중점을 두고봐서 이게뭐야 시시해 했는데 시간이 지나고 나니 영화 장면장면이며 배경음악이며 잘 짜맞춘 스토리하며  잘만든 영화같단 생각이 든다.,,,,,,,,
389,나는 이거 아직도 완벽하게 이해못함 ㅠㅠ,,,,,,,,
390,한국 공포영화 중에서 최고의 명작인거같다.공포영화지만 이야기자체가 슬펐다.마지막 반전조차 슬펐고 음악도 너무 잘 맞았다.무엇보다 문근영이 진짜 귀엽게 나왔다. 왕년의 국민여동생!,,,,,,,,
391,한국영화중.. 가장   잔인하게아름다우며.. 절제된 공포와  슬픔을 지니고있는영화.   난  아직도 엔딩의  수미가 물장구 치고있는 장면이  떠올라 눈물이 날것같다...,,,,,,,,
392,내가 가장 좋아하는 영화 중 한작품. 단연컨데 한국에서 공포물을 이정도 퀄리티로 만들 수 있는 감독은 김지운감독 한사람일듯. 최고다. 그리고 매번 볼때마다 느끼는 점이지만 염정아의 몰입력 깊은 연기 또한 정말 사람 ...,,,,,,,,
393,난 개인적으로 장화홍련의 분위기를 굉장히 좋아한다. 예술적이면서도 신비스러운? 한국 공포영화는 진부한걸 떠나서도 스토리가 앞뒤가 안이어지고 억지로 짜맞춘듯 엉망인데 장화홍련은 스토리 전개가 깔끔해서 좋다. 그리고 문...,,,,,,,,
394,배우들의연기력,,,,,,,,
395,일단 예쁘다... 양수리에 지었다는 집도,,,,,,,,
396,어렸을때 봤을땐 지루했는데 지금보니까 느낌이 다르다 GOOD,,,,,,,,
397,잘 만든 공포영화. 한가지 아쉬운 점은 미술부분. 너무 신경쓴 나머지 작위적인  느낌을 줌.,,,,,,,,
398,슬픈 영화라고 생각하면 훨씬 와닿는다. 그리고 이거 알고보면 복수극이다. ㅋㅋㅋ,,,,,,,,
