,content,,,,,,,,
2124,엑소시스트정도라 생각 노. 결말도 이상하고..관람10분후 지루하면서 바로 후회했어요,,,,,,,,
2125,이것이야말로 새로운 리얼 공포네,,,,,,,,
2126,환타지 영화를 보는듯한 기분이 드네요,,,,,,,,
2127,ㅡ.ㅡ 재미도없고작품성도없고 거짓말안하고 얘고편이다입니다,,,,,,,,
2128,기대를 해서 봤는지 조꼼 실망헀음,,,,,,,,
2129,좀더 자극하고 잔인했으면 아쉬움이 있지만 전체적으로 괜찮았어영,,,,,,,,
2130,엑소시스트랑 비슷한거 같은데 괜찮을듯?,,,,,,,,
2131,공포영화치고는 몰입도가 조금은 부족한듯?,,,,,,,,
2132,알바는 그만~ 결말이 이상하잖아~걔는 병원에 있어야 되는데 왜 나왔어~,,,,,,,,
2133,중간,,,,,,,,
2134,심오하게 공포스럽진 않지만 그래도 볼만은한데,,,,,,,,
2135,다큐멘터리식의 공포영화라 신선은하넴,,,,,,,,
2136,공포 조성형식이나 사운드가 예술;;;,,,,,,,,
2137,헐 존나 무섭네,,,,,,,,
2138,잘 쪼여 오다가 한순간에 무너지는구나,,,,,,,,
2139,내 인생 최악의 영화,,,,,,,,
2140,파라노말 재밌게 본 사람인데 이건 좀 아닌거 같네요^^내가 더 잘만들겠다,,,,,,,,
2141,완전 낚였다...상투성의 극치....허무함의 절정 ...블레어윗치가 그립다 ...,,,,,,,,
2142,어제 여기서 8점인거 보고 오늘 보러 갔는데.... 아.....내 친구는 졸았음.......-_-,,,,,,,,
2143,정말 예고편이 다인 영화..,,,,,,,,
2144,보면서 왠지 블레어윗치가 생각났습니다. 특히 중후반엔 분위기에 완전 압도됩니다.,,,,,,,,
2145,후아 ... 내가 진짜 이런거 안쓰는데;; 공포영화 못보는데 진짜 웃으면서봣네;;,,,,,,,,
2146,공포영화에서 필요한건 다갖췄음 굿임,,,,,,,,
2147,구로CGV]내가 영화평점 100OO게 별줬지만 이건 확실히 1점에 돈 아깝다. 쓰레기다,,,,,,,,
2148,나름신선했다 일단은 다큐멘터리 형식이라는게말이지 사소한 반전이 몇번있엇나,,,,,,,,
2149,완전 돈아까울정도는 아닌데-.-,,,,,,,,
2150,네이버 평점은 정말 알바들 땜에 이제 신용이 안가.솔직히 볼만한데 1점짜리들은 뭐야,,,,,,,,
2151,완전돈아까운영화 절대 보지마세요 ㅡㅡ,,,,,,,,
2152,공포영화의 지존 엑소시즘..~~,,,,,,,,
2153,정말 알바 쩌는 듯..블레어위치 따라한 B급영화 시사회 끝나고 관객들 동시에 웃음,,,,,,,,
2154,학교에서같이같음...애들이한말헐~!차라리 초능력자가더재미따. 졸라게재미없다는거임,,,,,,,,
2155,시간을 먹는 영화 넘 집중해서 나올때 눈 사팔됐어요,,,,,,,,
2156,관점의 차이인듯.. 처음엔 몬야~ 이랬지만.. 볼수록 집중력 발휘된다,,,,,,,,
2157,이제좀 재밌어지려나 하는순간 끝난다 하하^^ 80분 쯤 되는데 50분은 날로먹는다 ㅋ,,,,,,,,
2158,이영화땜에 내남자친구랑도 라스트됫다,,,,,,,,
2159,이런류'의 영화 매니아들에겐 '식상'. 처음접했다면 '충격',,,,,,,,
2160,진짜 예고편이답니다 .,,,,,,,,
2161,반전이라고 할수도없는 뻔한스토리와 공포감이라곤 전혀없는 영화.. 알바들쩌네,,,,,,,,
2162,유일한 특수효과는 카메라 흔들기뿐,,,,,,,,
2163,알바들많구나;; 어제시사회를 보고왔지만...당신은 예고편이 다라는것을알게될것이댜,,,,,,,,
2164,이게 라스트라니 쩝 씁쓸하네 재미도없고 ㅉㅉ,,,,,,,,
2165,포스터 카피때문에 개독들 드립치겠네,,,,,,,,
2166,오늘 미공개시사회보고옴. 예고편에 나온 게 전부임...한두번 깜짝놀랜거빼곤끝,,,,,,,,
2167,저거 포스터가 다야..,,,,,,,,
2168,리얼하다...이것도 보고싶다...ㅋㅋㅋ,,,,,,,,
2169,오.. 잘만들었다..,,,,,,,,
2170,포스터 보니 엑소시즘 공포가 잘 나타난듯...기대된다~,,,,,,,,
2171,밑에 전문가라는 사람들 우끼지 않냐? 쟤넨 뭐 특별한사람들인가보네,,,,,,,,
2172,worse than skyline ...,,,,,,,,
2173,안봐야지...하면서도 보게되는영화..거참 신기하네..,,,,,,,,
2174,시사회후기 !! 당신은 새로운 영화를 보게 될것이다!!,,,,,,,,
2175,시사회 보고왔어요! 영화카페에서! 평점 잘안남기는데 정말 대박@,,,,,,,,
2176,영원히 못잊을거야 !!!,,,,,,,,
2177,포스터예고편 다 정말 무섭다 정말 오랜만에 이렇게 무서운거,,,,,,,,
2178,새로운 시도가 돋보이는 공포영화,,,,,,,,
2179,이야 신기하네 10점준애들 이층의악당 다 같이봤냐? 다 10점리플달구 왔네?,,,,,,,,
2180,이정도면 정말 훌륭한거같은데 굳이 1점주는 이유를 모르겠네,,,,,,,,
2181,알바들 꺼져주세요^^,,,,,,,,
2182,예고편을 보셨다면 본 영화는 보지 않으셔도 되겠습니다 -_-,,,,,,,,
2183,매달녀언니 완전 무서워요,,,,,,,,
2184,마지막 한방이 끝장인 영화.. 아이디어 공포영화다,,,,,,,,
2185,여주인공 연기 쩐다,,,,,,,,
2186,졸작 졸작 장난 치나,,,,,,,,
2187,시리즈중최고졸작장난감으로엑소시즘하고예고편이그냥영화한편좋게돈아끼고dvd봅시다,,,,,,,,
2188,아..보고싶다...개봉하자마자 보러가야지,,,,,,,,
2189,ㅋㅋㅋㅋ진짜알바들티난다 ㅋㅋㅋㅋ,,,,,,,,
2190,별점하나준애들은 당최 어떤애들일까?궁금하다..ㅡㅡ^뇌에 개념이 있나?,,,,,,,,
2191,ㅋㅋㅋㅋ알바쩐다,,,,,,,,
2192,재밌던데 역시 평 좋네여 ~ 개봉기대되요 ㅎㅎ,,,,,,,,
2193,아나 솔직히 알바들 넘 티남;; 무슨 수행평가에서 느낀점 가식떠는것도 아니고 원...,,,,,,,,
2194,공포영화 원래 못보는데,,,,,,,,
2195,아 제발좀 의당 악마라면 살인마보단 무서워야 될거 아니냐??,,,,,,,,
2196,마지막 한방이 진짜 끝내준다... 이런게 진짜 아이디어 영화가 아닐까?,,,,,,,,
2197,다큐식으로 찍은 공포가 대세인듯...,,,,,,,,
2198,오.. 포스터 대박!,,,,,,,,
2199,연기 참 잘하더군요 ㅎㅎ 어떻게 저런 연기를..어린거 같은데,,,,,,,,
2200,ㅋㅋ 다큐식이라 너무 어지러운 영화....무서운건 왜 하나도 안보여주는거야....,,,,,,,,
2201,나 이거보구 일주일 내내 악몽 꿨다...,,,,,,,,
2202,파라노말엑티비티1,,,,,,,,
2203,간만에 지대로 된 공포영화 봤네요~,,,,,,,,
2204,와우 소름쫙... 정말 등에 식은땀이 줄줄 나네요,,,,,,,,
2205,포스터부터 쫙 돋네요! 기대됨,,,,,,,,
2206,매번 같은소재 같은이야기로 놀라게 한다~!!,,,,,,,,
2207,현실감있는 엑소시즘...완전 기대됩니당!,,,,,,,,
2208,포스터 여자 윤아임?,,,,,,,,
2209,헐...공포 최강임~~~,,,,,,,,
2210,사진만으로도 무섭다.. 완전 무섭네.....,,,,,,,,
2211,완전 기대됨!!극장가서 보면 엄청 실감날것같아!!,,,,,,,,
2212,<엑소시스트>보다 더 무섭다!! <블레어위치>보다 더 리얼하다!!,,,,,,,,
2213,화면에서 눈을 떼는 순간 허를 찔릴것이다!! 생각할 수록 깊어 가는 공포감!!,,,,,,,,
2214,간만에 보고 싶은 공포영화! 기대중 ㅋㅋ,,,,,,,,
2215,올하반기 최고의 기대작!,,,,,,,,
2216,엑소시스트 이후,,,,,,,,
2217,뒤로 갈수록 몰입도가 장난아니다!,,,,,,,,
2218,광고가 다에요........이건 뭐.........,,,,,,,,
2219,예전 엑소시즘처럼 기대? 기대하지마세요 완진 비추에욤,,,,,,,,
2220,살짝 루즈하긴 하지만 볼만 한 수준.,,,,,,,,
2221,절대 포스터 예고편에 속아서 영화보지 마시길... 마무리 완전최악 쓰레기임,,,,,,,,
2222,난 너무너무 무서웠음 다큐 형식으로 가는게 신선하고 몰입도 나쁘지않게 되었음,,,,,,,,
2223,내 시간이 아깝다 ㅡㅡ....,,,,,,,,
2224,기대안하고 봤는데 재밌었음 반전도 충격적이공,,,,,,,,
2225,이건 뭐 본 것도 아니고,,,,,,,,
2226,간만에본 쓰레기영화! 강력추천! 꼭 보세요!,,,,,,,,
2227,마지막개애바인듯 ㅋㅋ 마음은0점을주고싶은데그게안돼서,,,,,,,,
2228,GP 506 보다 재미없습니다 보장함 제목숨을검,,,,,,,,
2229,그래도 1편은 어느정도 볼만 합니다.,,,,,,,,
2230,긴말없이 시간아까운영화 결말이 참 ...,,,,,,,,
2231,케이블에서 보여줘서 봤는데..어째서 페이크 다큐는 만날 똑같냐..ㅡㅡ;; 식상하게...일단 돈안들인 티 만큼은 팍팍난다..가정용 비디오로 찍은것같은..,,,,,,,,
2232,리얼함 실종과 허접한 내용 전개...처음부터 끝까지 다소 산만하고 지루하기만했던...페이크 공포/다큐...,,,,,,,,
2233,진부한 소재지만 잘 살려냈다.,,,,,,,,
2234,진짜 이런 개 씨,,,,,,,,
2235,저예산b급 영화수준에도 못미침 엑소시즘 시리즈의 수치입니다.,,,,,,,,
2236,훌륭하다,,,,,,,,
2237,이런게 공포영화라고는 생각하지 않는다.,,,,,,,,
2238,훌륭함,,,,,,,,
2239,훌륭한 공포영화,,,,,,,,
2240,OOO들 이게 1류냐?? 알바들은 언제쯤 그만할까..리뷰 장난질..18욕나온다,,,,,,,,
2241,처음엔 좀 지루한면도 있었는데,,,,,,,,
2242,무슨 배짱으로 2까지 만든거지...;; ㄷㄷㄷ공포라고 붙이지도 말았으면 좋겠네...이런 영화는...,,,,,,,,
2243,제목이 비슷해서 몰르고 2편에다 평점 남겼는데 지우고 여기에 남긴다. 농담 안하고 엑소시즘물 영화 중에서 가장 허접 쓰레기 영화라고 자부한다.,,,,,,,,
2244,뭔가가 더 있을 것 처럼 긴장되다가 뜬금없는 결말. 엑소시즘은 이제 흔하고 페이크다큐는 답답해,,,,,,,,
2245,화면이 왜케 어두워 진짜 막장이다 이건,,,,,,,,
2246,아오 이거 왜케 평점 높냐 ㅡㅡ,,,,,,,,
2247,베스트 오브 베스트 . 최악의 엑소시즘 영화,,,,,,,,
2248,존나 재미업어서 평점10줌,,,,,,,,
2249,뭐지 재밌는데?;; 왜 1점이 한꺼번에 몰린거지?? 이 영화 개봉때 상대영화 뭐였더라??,,,,,,,,
2250,저평가 댓글처럼 쓰레기 영화는 아닙니다.. 완전 재밌게 봤는데,,,,,,,,
2251,와 이거 예전에 여자친구랑 볼 영화 없어서 보러갔다가 욕하면서 나온 그 영화네,,,,,,,,
2252,파라노말 액티비티 3편보고 충격받았던 때와 같은 기분이다. 이게 뭐래??ㅋㅋㅋㅋ,,,,,,,,
2253,페이크다큐는 몰입도를 떨어지게했고 결말에대한 힌트를 좀 줄이는게 좋을듯 전혀 없거나 낚시를 해도 좋고.,,,,,,,,
2254,예고편이 전부인 영화지만.. 짧고 강함 나름 신선했음,,,,,,,,
2255,정말 숨어있는 수작이다  이 영화는  tv 전기세가 전혀 아깝지가 않은 영화였다!,,,,,,,,
2256,마무리빼고는 재밌게봣는데;;,,,,,,,,
2257,기독교 신자들이 아마 낮은 평점을 몰아줬기 때문이지,,,,,,,,
2258,끝까지 얕은 수로 몰고 간다,,,,,,,,
2259,초반부에 보통 악마영화다운 루즈한 전개 하지만 중후반부 반전과 신앙심도 결국 아무쓸모 없다는 것에서 공포가  찾아왓다,,,,,,,,
2260,2보다 1이 더 좋다.,,,,,,,,
2261,영화의 80%까지는 아무런 재미도 의미도 없이 흘러가다가 마지막 20%에서 뭔가 보여줄 듯 자세만 잡고 결국 아무 것도 보여줄 게 없었던 영화..  핸드헬드는 이제 좀 그만 써먹기를..,,,,,,,,
2262,은근히 무섭고 재미있네요. 새벽에 봤으면 더 무서웠을 뻔..,,,,,,,,
2263,이렇게 끝나면 사람들이 놀랄것같았나...,,,,,,,,
2264,전혀 무섭지도 긴장되지도않고 소녀가 거울에서 지손가락으로 엽기표정짓는건 존나웃겼다,,,,,,,,
2265,블레어 윗치는 무섭기라도 하지 이건;;,,,,,,,,
2266,못볼 정도는 아니고 Rec보다 약간 떨어진다라고생각하면됨,,,,,,,,
2267,나만 당할순 없지 나의 아까운 시간 누군가도 평점에 속길 바란다,,,,,,,,
2268,공포냐 드라마냐... 참먼가 애매하다. 또한 목사가 너무 답답. 이영화의가장큰 오점,,,,,,,,
2269,기대안하고 보면 생각보다 흥미진진한 영화입니다.. 마지막 반전도 꽤 괜찮아요,,,,,,,,
2270,몹시 취향타는 영화,,,,,,,,
2271,쓰레기 개독교 영화...,,,,,,,,
2272,페이크다큐에 점점 끌리네,,,,,,,,
2273,이게 3류 라고? 1류를 못 보는 니들 잘 못이겠지,,,,,,,,
2274,내가볼때는 그렇게 쓰레기라고 말할 영화는 아는듯하다,,,,,,,,
2275,블레어 윗치에는 못미치지만 그럭저럭.,,,,,,,,
2276,신을 믿고 악마를 믿는다면 주변을 주의해라.,,,,,,,,
2277,내생의 최고의 공포영화 개추천!!꼭보셈,,,,,,,,
2278,와 진짜.. 몰입을 지대로 하고 봐서인지 진짜 긴장하면서 봄.. 마지막 반전이 충격..,,,,,,,,
2279,평점들이 다 왜이래,,,,,,,,
2280,극장에서 봤는데  재미만 있더라. 복선도 좋고. 안좋다고 평하는 사람들 돌려보기했나?  반전도 좋음.,,,,,,,,
