,content,,,,,,,,,
249,아빠가 꽃중년 잘생김. 딸도 꽃미모,,,,,,,,,
250,십대들을 위함이 아닌 어른을 위한 공포물이었으면. 코믹한 부분들이 계속해서 텐션에 지장을 준다,,,,,,,,,
251,인시디어스 시리즈 맞냐.. 진짜 감짝 놀랐다 너무 잼없어서 잔짜 .. 평점 당연히5점대일줄 알았는데 너무 높아서 소름돋았네 진짜 ㅇ허우,,,,,,,,,
252,1,,,,,,,,,
253,재밌긴한데 히어로물도 아니고 Come on,,,,,,,,,
254,귀심과의 격투신은 리얼 코믹영화,,,,,,,,,
255,악령이 너무 나약하네요.,,,,,,,,,
256,4를 보기전에 3까지 정주행하는데 1,,,,,,,,,
257,여주 이쁘고 중반에서 후반 넘어가는 부분까지만 괜찮다.그 이후엔 그냥 꺼라.그게 다 본거다.,,,,,,,,,
258,존나암걸리내진짜...,,,,,,,,,
259,생각보다 안무섭다 놀라는정도,,,,,,,,,
260,기존의 익숙한 패턴이 반복되고 이야기도 크게 새로울것은 없었지만 음향효과나 다른 긴장감을 조성하는 연출은 상당히 좋았다.,,,,,,,,,
261,구쿠극?극?극?극?ㄱ,,,,,,,,,
262,1,,,,,,,,,
263,인시디어스 1,,,,,,,,,
264,아 인시디어스3에 감독이 바뀌었네 그래서 평점이 1 ,,,,,,,,,
265,너무 안무섭고 ㄷㄷㄷㄷ,,,,,,,,,
266,다시말하지만 제임스완은 천재다. 컨저링 인시디어스1,,,,,,,,,
267,그냥그랫음....1.2가훨씬나음..,,,,,,,,,
268,무늬만 인시디어스 b급 공포영화,,,,,,,,,
269,일도안무섭고 맨마지막쯤에 초능력쓰는거 개웃기듯합니다.,,,,,,,,,
270,하... 처음에 제목나올때 찌리리리리 너무싫다ㅠ,,,,,,,,,
271,다들 보면 초반에 조금 흥행한다 싶으면 무조건 시리즈를 억지로 끌고 가더라...,,,,,,,,,
272,영화 끝나자마자 하는 말은 재미없다 입니다. 진짜로.근데 제가 제임스완이느 리워넬같은 스타일을 좋합니다. 예를 들면 악령이 손을 흔드는 장면이라던가,,,,,,,,,
273,여긴 컨저링처럼 알바를 많이 고용하지 않았나보네.,,,,,,,,,
274,믿고보는 인시디어스!!,,,,,,,,,
275,무서운데여자친구가보자해서 하.,,,,,,,,,
276,기대했던거 보다 안무서우ㅗㅆ다,,,,,,,,,
277,구신호흡기만떼면 끝나는거자나,,,,,,,,,
278,공포영화보는데 그렇게 미친듯이 웃은 영화는 처음이었다.영화관 속 모든 사람들이 웃으면서 공포영화를 봤다.중간에 깜짝깜짝 놀래키는것 빼고는 별로 감흥이 없는 영화.딱 생각한데로 흘러갔고 너무 뻔한 결말.평점 사기 당함...,,,,,,,,,
279,"솔직히. ""인시디어스"" 라는 영화의 초점보단 그 외적인 번외편이 맞다고 봄. 처음엔 솔직히 별로라고 생각했으나 후반에 갈수록 흥미진진.. 나쁘진 않았다. 공포영화 좋아하는 사람이라면 이것 또한 좋지 아...",,,,,,,,,
280,무서워서 제대로 못본거 같네요,,,,,,,,,
281,무섭 ㅜㅜ 근데 잘 만들었어요,,,,,,,,,
282,평점이 너무높네 이건 아니지,,,,,,,,,
283,기대이하.여태 챙겨 보았던 내가 미련하게 느껴질 정도로..,,,,,,,,,
284,기저귀 저렴한 곳 알려주세요,,,,,,,,,
285,평점에 낚이지말아라 제발~,,,,,,,,,
286,진짜 대박 재미없음 이렇게지루한 공포영화처음봄 돈아까운영화도처음 1점도아까움,,,,,,,,,
287,난 유치했슴...이게왜높지,,,,,,,,,
288,사운드는 죽이는데 뒤로갈수록 코미디가 되는듯ㅎㅎ,,,,,,,,,
289,1-2편에 비해 엄청난 졸작 망작 .. 난 호러영화를 싫어하는 이유가 스토리가 너무 부실해서 인데 그것을 여실히 보여준 영화.. 1-2편은 호러영화치고 재밌고 스릴넘치는 스토리 전개였다 하지만 3편은.. 그저 옛명성...,,,,,,,,,
290,1,,,,,,,,,
291,깜짝 놀라는 장면은 많은데 무서운 내용은 아니였음;; 좀 허무한듯,,,,,,,,,
292,요소요소에 깜짤 놀랄만한 장면이 몇 컷 있으나 이 역시 재미를 반감시키는 장면이 있어 큰 기대없이 킬링타임용으로 추천합니다. 볼 영화가 없다 할때 보심이 좋을 듯요!,,,,,,,,,
293,처음 중반에 엄청 무서운데 막판에 죠금 웃엇어요ㅋㅋ 그토록 나약한 악령이라니...,,,,,,,,,
294,이뻐`~~~~여주가,,,,,,,,,
295,초반은 나쁘지 않았는데 뒷심부족... 초반이 부족하고 마무리가 좋은게 더 좋다.,,,,,,,,,
296,요즘 공포영화는 다 갑툭튀인듯 그래도 재밋게 잘봤습니다,,,,,,,,,
297,갑툭튀가 많으니 옆에있늕사람이 소리 지르는것에 주의..,,,,,,,,,
298,ㅎ..놀래키기만하는영화,,,,,,,,,
299,깜짝 놀라는 장면이 많고,,,,,,,,,
300,기대감 보다는 낮은 영화,,,,,,,,,
301,재미있었다반전은 없었다,,,,,,,,,
302,초중반 엄청 무섭고.. 음악 소름끼쳐...,,,,,,,,,
303,주인공 할머니 죽기전 예기네... 솔직히 마스크맨 등장에 비해서 결말이 너무 허무했던것 같다..,,,,,,,,,
304,결말이 너무 쉽게 끝나는 듯 한 느낌 어렵게 끌고왓는데 마지막은 좀 허무해서 실망,,,,,,,,,
305,첨에는 그럭저럭 볼만하는데 가면 갈수록 완죤 재미 없음,,,,,,,,,
306,진짜 유치하고 유치한 영화..정말 모르겠다 ... 뭐가 무섭다는건지,,,,,,,,,
307,초반에 생각보다 긴장됐음중 후반부로 가면서 이게 코미디인지 감동적인건지장르가 이상해짐무서운포인트도 너무 뻔함그래도 주온보단 나은듯,,,,,,,,,
308,역시 전작을 따라갈수없음.,,,,,,,,,
309,중반부터는 걍 코미디임.,,,,,,,,,
310,깜짝 놀래는 말고는 볼고 없다. 차라리 공포 영화 볼빠엔 그레이브 인카운터 파라노말 액티비티 시리즈 봐라,,,,,,,,,
311,이 정도면 인시디어스 시리즈에 누가 되지는 않았던것 같다.  인시디어스에서만 볼 수 있는 저승과 이승의 공유도 잘표현 되었고 전편의 프리퀄이라는 점에서 전편에 나오는 유령들의 등장도 앞으로의 스토리를 이어주는 느낌을...,,,,,,,,,
312,스토리 몰입도는 좀 떨어졌습니다. 그렇지만 효과,,,,,,,,,
313,알바엄청풀었네 진짜 노잼 1,,,,,,,,,
314,진짜 깜짝 놀라는재미가 와..,,,,,,,,,
315,영화관에서 보고왔는데 그냥 깜짝깜짝 놀래키는 장면들 빼고 스토리가 몰입이 안되고 너무 지루 했습니다. 표값이 아깝네요..,,,,,,,,,
316,전반적으로 사운드는 분위기를 긴장 시키는데 좋았는데 문제는 시각적인 효과가 너무 안좋다는게 흠 몰입이 안될만큼 그리고 너무 후반으로 갈수록 코미디로 바뀌는 안타까운 상황이 펼쳐지는게 마이너스,,,,,,,,,
317,인시디어스1,,,,,,,,,
318,진정한승자는 예고편만봐도 일언지하에 거절했던 유저들일겁니다... 쌍팔년도 영화도 이보단낫겠음,,,,,,,,,
319,평식이병@신이 늙어서 오타도내노,,,,,,,,,
320,Come on bitch,,,,,,,,,
321,기존과는 다르게 당사자를 거동불가인 장애인으로 만듬으로써 한층더 공포를 더했다. 귀신은 자꾸 나타나지만 움직일수 없어 그대로 계속 당함ㅠ 또 일상생활에서의 그림자가 손을 흔드는 장면 등때문에 후폭풍이 심하다...부족...,,,,,,,,,
322,깜짝깜짝 재밌었습니다 ~,,,,,,,,,
323,별로 12에비해 별로고 아주실망 무서운장면이라고 내놨겠지만 안무서웠다 놀래키기만하고 그리고 공포에 눈물나는장면은 대체왜넣지??이해불가,,,,,,,,,
324,제임스 완 감독님...제작하셨으면 감독까지 맡으시지 그랬어요...감독 차이가 이렇게 클줄 몰랐습니다 진짜. 인시 시리즈 중 역대 최악,,,,,,,,,
325,자동차가 가장 무서웠다.,,,,,,,,,
326,진짜 1점 도 아깝다 ㅡㅡ 진짜 재미없고 무섭지도 않고 처음으로 깜짝놀랐던 적이없언던 영화다,,,,,,,,,
327,그냥 어이없다...스토리 최악 할망구 액션도 최악,,,,,,,,,
328,첨엔 괜찬앗는데 후반엔 허무하네요.,,,,,,,,,
329,진짜 재미없음 놀라기만하고 그것도 처음 몇번만 놀랬지 중반정도가니 별로...,,,,,,,,,
330,진짜 평점보고 재밌다 길래봤는데ㅡㅡ소리도놀래킬때만 콱 나오고 소리도 별로 안나오는듯해요..좀무서운것도 어디서 나올지 좀뻔하고 유치해요내용이.. 보다가 장면이 너무웃겨서 웃었네요..마지막에 도깨비에서 웃고갑니다~,,,,,,,,,
331,깜짝 놀라게 하는 건 갑인듯 ㅋㅋ 창문 밖으로 내다보는 부분에서 팝콘 던질 뻔,,,,,,,,,
332,그냥 깜짝놀라는 영화 초반에 분위기는 좋았는데 중반부터 개그물로 바뀌기시작하고 귀신나오는 순간이 다 예상가능해서 무섭지도않은 무서운영화인거 같아요 애나벨때는 눈가리고밨는데 이 영화는 그냥무표정하고 별감흥없이 봄,,,,,,,,,
333,스토리가 예상되는 스토리지만 영화관에서 소음공해 일으킴,,,,,,,,,
334,별로 안무서워요.;   외국과 우리나라 문화가 달라서 그런지; 외국공포영화는  영매사 - 복도형집이나 주택 -  이러는데 우리나라 문화와는 안맞는듯.;,,,,,,,,,
335,제임스완감독의 영화 다재미있는데 그중에 인시디어스1 2편 보는내내 긴장감과 집중하게 되는 수준높은 탄탄한스토리 너무 재밌있게 봤는데  이번 3도  기대하고 밧는데 역시나 감독이 틀려서 그런지 1  2편과틀리게 보는내...,,,,,,,,,
336,진지하게 볼드모트인줄...,,,,,,,,,
337,초반 교통사고 장면이 제일 무섭고 섬찟했다. 공포영화가 유머까지 넘보면 이렇게 무섭지도 않고 웃기지도 않고 어정쩡해진다. 전작의 명성에 숟가락만 얹은 시리즈 민폐작.,,,,,,,,,
338,엄밀히 말하면 무서운게 아니라 놀라는거다. 그것도 후반부에 약빨 떨어짐.,,,,,,,,,
339,진짜 실망했음 별로 안무섭고1,,,,,,,,,
340,놀래는거짱이에용ㅋㅋㅎㅎ,,,,,,,,,
341,기대하고보면 안될거같네요,,,,,,,,,
342,옆에있는놈...ㅡㅡ이세끼가 뭔진 모르겠는데 뭐 쳐먹다가 놀래가꼬헛구역질을 했는데 이게 왼지모르게 졸라웃긴거ㅋㅋㅋ그래가지고 빵터져서 좀 쳐웃었더니ㅋㅋㅋ앞,,,,,,,,,
343,앞사람이너무산만해서자막잘못본거말곤영화는재미짐,,,,,,,,,
344,오줌 쌋습니다ㅜ 대박ㅜㅠ,,,,,,,,,
345,아 정말 무서웠고 소리 지를뻔했어요 ㅎㄷㄷ 앨리스 아줌마 짱,,,,,,,,,
346,볼만하네요...ㄷㄷ,,,,,,,,,
347,한집에서  무섭게 뒤흔드는것보단... 이젠 윗층 이웃과 함께...  검은기름 발바닥이 아무한테나 보이고.. 거기서부터 재미가....,,,,,,,,,
348,가족들과 보기에 좋았습니다,,,,,,,,,
349,데모닉에 실망했었는데 인시디어스3 보고 대만족,,,,,,,,,
350,깜놀요소가 잘 구성돼서 오랜만에 영화관보다 비명질렀네요. 스토리는 그냥 성,,,,,,,,,
351,처음에만 깜짝깜짝 놀래다가 마지막가서 뭔가 갑자기 전투적인 영화가 되네요 ㅎㅎ,,,,,,,,,
352,오늘 보고 왔는데 진짜 보는 내내 숨 졸이면서 봄.. 여기서 무슨 노잼이라는 둥 역시 공포는 일본이라는 둥 하는데 오히려 난 주온 끝의 시작보다 이게 더 무서웠는데?ㅋㅋ 그건 그렇고 저 영매 할머니 위자에서도 본 거...,,,,,,,,,
353,안무서워 재미별로없음...기대했는데,,,,,,,,,
354,깜짝놀래키기만하다가 싸우자귀신대뿜 컴온비취,,,,,,,,,
355,2보다 무섭진 않네요 이번편은 그냥 중박인듯,,,,,,,,,
356,작정하고 갑툭튀만 나옵니다.놀라기만하고 내용은 점점 개그로가서 유치하고 웃기만했네요,,,,,,,,,
357,그냥저냥 그렇습니다...,,,,,,,,,
358,걍..좀볼만은한데.. 솔직히 무서운거잘보는사람들한텐 전혀 전혀 ;;;무섭지않음진짜 그냥 스토리도별로안무섭고 되게 그냥억지로끌어당기는?느낌에스토리에공포영화자주본사람들한테는 나올타이밍같은게너무뻔함 스토리도개뻔하고 볼만은...,,,,,,,,,
359,전형적인 B급 영화. 진짜 공포영화란 몇번을 봐도 그 공포감과 긴장감이 가시지않는 분위기가 있는데 이건 그냥 깜짝깜짝 놀라는걸로 승부하는 영화. 어지간해선 안놀라는 난 평온하게 봄. 공포감제로.,,,,,,,,,
360,1편부터 정주행했는데 실망스럽다. 1편 2편은 스토리도 이어지고 짜임새가 좋았는데 이건 뭐... 할 말이 없드,,,,,,,,,
361,영화사 망했을 듯 ...,,,,,,,,,
362,아나 미국판 개막장 열자이상이더짜증나ㅡㅡ,,,,,,,,,
363,무섭긴한데 막판에 개긐ㅋㅋㅋ 맨마지막 무섭 스포ㅈㅅ,,,,,,,,,
364,아 개무서움 ㄹㅇ 여친이랑 보면 님의 가오가떨어져요 참고로 난 남자랑봄 ㅠㅠ,,,,,,,,,
365,1까지는 괜찮다가 2에서 부터 슬슬 맛이가더니 3에서 정점을 찍었구나 감독 약빨았냐,,,,,,,,,
366,비급영화는 아닌데  솔직히 중간중간 깜짝놀라는거 말고는 그렇게 무섭진 않았다,,,,,,,,,
367,돈아깝 진심 돈아깝 실망 또 실망,,,,,,,,,
368,별로 안무섭다...무섭다고 해서 본건데...약간 아쉽다.,,,,,,,,,
369,아진짜 웃다가 눈물났습니다. 농담아님 진짜 명작코미디입니다 중반까지 빡치다가 후반가서 한번에 만회 ㅋㅋㅋㅋ,,,,,,,,,
370,마지막에 붉은악마 나온다ㅋㅋ,,,,,,,,,
371,친구랑 갔다 꿀잼 진짜 갑툭튀 보러 갔다가 잘 즐기고옴 ㅋㅋ 갑툭튀 원하는사람들 가서 봐보세요 ㅋㅋ,,,,,,,,,
372,전편보다 별루....하.짜맟추기,,,,,,,,,
373,중간부터 급 액션.. ㅋㅋ 웃다나옴,,,,,,,,,
374,진짜사람들이무섭다고엄청무섭다고그러는데막상보니까깜짝놀러는것도딱히많지않고어느타이밍에나오는지알고그렇게추천해주고싶은영화는아니에요공포영화잘보는사람은재미없을거에여,,,,,,,,,
375,마지막에 코믹인줄 그것때문에 무서운거 다 깨졌다,,,,,,,,,
376,시작은 좋았지만 뒤로갈수록 코미디 영화가된다 영매할머님..,,,,,,,,,
377,다른 공포물 보다는 낫지만 시리즈 중에선 최악이다.,,,,,,,,,
378,공포영화를 잘 못보는 분들도 큰 저항 없이 볼수 있을정도로 적절한 공포감(절대 무섭지 않지는 않습니다.공포영화 잘보는 사람들도 놀랍니다.다만 타이밍과 빈도수가 적절하다는것 뿐)과 다른요소가 섞여 단순공포영화가 아닌 ...,,,,,,,,,
379,너무 무서웠음 할머니 짱,,,,,,,,,
380,재미있습니다.깜짝놀라는장면도 있지만 웃을수 있는장면도 있어서 좋은것 같습니다.,,,,,,,,,
381,인시디어스3 보는데 갑툭튀도 적절하고 여름에보기좋은것 같고 스릴있고 감동스러운게 재미있는것 같습니다ㅎ.ㅎ,,,,,,,,,
382,무섭지만 볼만해여ㅎㅎㅎㅎ,,,,,,,,,
383,코믹과 공포물이 합친 느낌. 깜놀이 많고 웃김,,,,,,,,,
384,첨에만깜짝놀라고나중엔코미디보는줄..,,,,,,,,,
385,무섭긴 무서운데 고스트헌터인가?그사람들 나오고부터 약간 코미디로 바뀌더니 어둠의 세계?로 가더니 이번엔 경석학교처럼 헐크로 변하고..마지막엔 분장이 미숙한 어디선가 많이본 악마가 나오고.. 무서운데 재미가ㅠㅠㅠ,,,,,,,,,
386,사운드는 오지게 크더라. 덕분에 귀 살짝 막고 봤는데 무서운게 아니고 걍 사운드로 놀래키는 느낌..? 소리지르는 관람객이 더 무섭다. 나오는 귀신이 전혀 안무서워....,,,,,,,,,
387,인시디어스 1인가2이랑 내용 전개가 완전똑같다 실망,,,,,,,,,
388,무섭진 않은데 깜짝깜짝 놀람 그저그럼,,,,,,,,,
389,조금 평범한 공포입니다,,,,,,,,,
390,간만에 봤는데 나름 재밌게봤습니다저는 컨저링??안봐서 모르겠는데 친구는컨저링보다는 확실히 모든게 별로라고 하네요 후후,,,,,,,,,
391,제발 이 영화볼 돈아껴서 딴거 보시던지 하세요... 3류 공포물 후 ...,,,,,,,,,
392,잔인한건 싫지만 공포영화는 좋아하는 나에겐 최고의 영화!! 그 전 시리즈보다 내용은 더 심플하지만 극장에서 본게 돈이 아깝지 않음,,,,,,,,,
393,처음은 지루한듯하나 점점 몰입되는게 볼만함,,,,,,,,,
394,놀라는부분8번정도있는데 마지막이별로,,,,,,,,,
395,"음.. 중간에 사람들 빵터지는 부분있었습니다 그후로.... 하나도 안무서움ㅠㅠㅠ 초딩때보던 세일러문 멘트가 생각나게하던 영화였습니다 ""정의의 엘리스로 널 용서하지 않겠당!! 야아아아압!!!!""",,,,,,,,,
396,왜 만들었지? 시리즈물을 가장한 짝퉁인가???  의심이 간다.,,,,,,,,,
397,심장 쫄깃쫄깃하게 봤어요 그리고 마지막에 상상도못한 1탄 망령 출연으로 다음탄도 기대가됩니다,,,,,,,,,
398,1 2 를 마무리하는 느낌이 들어 기분이 깔끔해서 좋았어요,,,,,,,,,
399,닭똥집과 맥주를 가지고 들어가서봤으나  닭똥집이맛있구나 하는거말고 느낀게없네요 컨져링 에나멜로 끝난거같아요,,,,,,,,,
400,한커플 도중에나감ㅋㅋ 원투안봤으면 모지할수잇음 난잼잇게봄^^,,,,,,,,,
401,재밌게봣네요깜짝깜짝놀래네요,,,,,,,,,
402,한 마디로 말하면 보긴 봤는데 한 달 뒤면 내용이 하나도 기억 안 나는 그런 영화,,,,,,,,,
403,재밋음 깜짝깜짝놀래는게아주재밋음,,,,,,,,,
404,공퍼영화가 공포영화같군요,,,,,,,,,
405,짱짱재밌었어용ㅋㅋㅋ무섭고..,,,,,,,,,
406,소름돋게 재미있었다ㅋㅋㅋㅋ,,,,,,,,,
