,content,,,,,,,,,,,,,
214,진짜 뭘하고싶었는지 모르겠고 그냥 무섭지도 재미도 감동도 없이 교훈으로 얻은건 이런영화도 평점은 높게 나온다는정도,,,,,,,,,,,,,
215,후속작이 있다는게 더 공포,,,,,,,,,,,,,
216,꼭 보세요 보고 나와서 후회 하세요,,,,,,,,,,,,,
217,초반 10분만 재미있고 후반가서 개그영화됨 애들이 광대 후려치는거 보고 존나 웃음,,,,,,,,,,,,,
218,진짜 무서웠어요ㅠㅠ 저는 삐에로 공포증 있어서 고민했는데 괜히 봤어요ㅠ 썸타시는 분들 이거 보시면 더 돈독해지실거에요 진짜 개띵작,,,,,,,,,,,,,
219,삐에로에 집중하지 말고 아이들과 그들에게 상처를 주는 it(그것)들에 집중하라!! 아이들의 상처가 벌어지면 벌어질 수록 it(그것)은 강해지고,,,,,,,,,,,,,
220,난 진짜 좋게 봤는데  아이들 성장과  기묘한 분위기 연출 느낌들 이것 하나만 봐두  정말 재미있는데!!!!,,,,,,,,,,,,,
221,ㄹㅇ 뭔 영화죠? 내가 짜도 이것보다 무서울듯...,,,,,,,,,,,,,
222,TV서 하길래 봤는데... 성인이 보기도 애매하고 애들이 보기도 애매하고.. 대낮에 뭘 틀어주는거야;;,,,,,,,,,,,,,
223,호러 많이 본분들은 유치할겁니다.,,,,,,,,,,,,,
224,최근 몇 년 사이에 본 영화 중 최악을 하나 뽑으라면 주저 없이 이거다.,,,,,,,,,,,,,
225,야이 씨... 티비에서 4500원이나 주고 결제했는데...이건 뭐 어린이용 공포영화잖아...농담아니고 명탐정코난이 더 무섭겠다,,,,,,,,,,,,,
226,성장영화의 심리묘사가 좋은 영화,,,,,,,,,,,,,
227,원작도 노잼인데 혹시나하고 봤더니 역시나다..무섭지도 않고 깜짝 놀래키는거도 하나도 안 놀람유치한 어린이용 공포영화참고로 이번에 개봉한  애나벨 장산범 제인도 다 재밌게 봤던 사람임,,,,,,,,,,,,,
228,애기들이 연기를 너무 잘해ㅋㅋㅋ 스토리도 좋고 연출까지 좋고 완벽함 그냥,,,,,,,,,,,,,
229,좀 무서워지나 했더니 결국은 꼬마어벤져스 엔딩;;,,,,,,,,,,,,,
230,진짜 개 쓰레기 영화...시나리오고 뭐고...도대체 뭘 말하고 싶은건지도 전혀 모르겠다 그냥  쓰레기....OOO기....욕도 아깝다,,,,,,,,,,,,,
231,도저히 정리가안됨.. 하려는말이 많은건지,,,,,,,,,,,,,
232,진짜 몇달기다리고 엄청 기대해서 봤는데 보는내내 '이건뭐지....?'하는 생각듬 중간까진 그래도 믿고 반전이라도 있겠지 하면서 봤다.,,,,,,,,,,,,,
233,성장호러드라마입니다. 공포영화아닙니다썸머가 5번 넘게나오네요. 80년대가 대세군요,,,,,,,,,,,,,
234,그냥 정리한다. 꿀잼이다.,,,,,,,,,,,,,
235,와 이 소설이 영화로나올줄이야 ㅋㅋㅋ주말에 심야로 찜콩 ㅋ,,,,,,,,,,,,,
236,영화에대한 정보도,,,,,,,,,,,,,
237,이곳엔 삐에로에 대한 공포심이 없어서 이정도지만..,,,,,,,,,,,,,
238,뚱뚱이가 시를 잘 써도 결국 완얼ㅋㅋ,,,,,,,,,,,,,
239,근래 가장 재밌게 본 공포영화,,,,,,,,,,,,,
240,이 영화 재미없다고 하는 사람들은 뭔가 공포영화기대하고온 사람들일 것이다. 80년대 스티븐킹의 스탠바이미를 재밌게 봤던 1인으로서 그 영화의 공포가 가미된 영화라고 할수 있다. 누구나 어렸을적 가지고있는 공포의 대상...,,,,,,,,,,,,,
241,나 뚱뚱해서 비추,,,,,,,,,,,,,
242,공포를 뒤집어쓴 10대 성장 호러물,,,,,,,,,,,,,
243,아이들 연기땜에 7점..영화는 지루하고 무섭지도 않다. 징그러운 장면이 좀 있음.,,,,,,,,,,,,,
244,어릴적 한번쯤 상상했본 무서움? 창의적이긴한데 지루함 ㅋ,,,,,,,,,,,,,
245,유치하고 개연성없는 스토리...억지로 스토리를 엮어서 만든것 같은 삼유영화...,,,,,,,,,,,,,
246,개노잼임 전혀 공포스럽지도 않음 공포영환데말도 안되는 공포가 재미없음,,,,,,,,,,,,,
247,트라우마를 극복해가는 10대들의 호러 판타지 성장물.,,,,,,,,,,,,,
248,이렇게 지루한 공포영화 오랜만 ..,,,,,,,,,,,,,
249,난 재밌던데.. 조지 죽은거 넘 아쉬움 하..,,,,,,,,,,,,,
250,지금까지 본 영화중에 최악 쓸데 없이 너무 길고 징그러운것만 계속 나오니 속만 안좋았다. 영화 내내 징그러운 괴물들만 나오고 무섭지도 않은데 사운드로 놀래킴중간에 나갈뻔.. 돈 아깝다,,,,,,,,,,,,,
251,스포 없이 보니 참신하고 쫀든하니 좋네요전 재밋게 봤어요^^,,,,,,,,,,,,,
252,어이없다..이게뭥미,,,,,,,,,,,,,
253,시즌2를 보려고 본건데 어린 배우들이 너무 귀엽고 예쁘다. 공포영화 못보는 나한테는 딱 볼만했고 삐에로보다 베벨리 아빠가 더 무서웠음. 스토리가 아주 훌륭한 편은 아니나 집중해서 볼 수 있었고 배우들 연기 보는 재미...,,,,,,,,,,,,,
254,애들이 보면 엄청 충격받을 공포영화,,,,,,,,,,,,,
255,나만 존나 재밌는곤가 .... 4번 봄,,,,,,,,,,,,,
256,삐에로 온갖 무서운척하더니 애들한테 맞아죽음 ㅋ,,,,,,,,,,,,,
257,광댘ㅋㅋㅋㅋ다구맄ㅋㅋㅋㅋ개웃갘ㅋㅋㅋ,,,,,,,,,,,,,
258,영화는 노잼인데 빌이 존잘이네ㅋㅋ,,,,,,,,,,,,,
259,공포영화인줄 알았는데 아이들 성장 드라마네요,,,,,,,,,,,,,
260,90년대 원작영화를 그대로 못살리고 오히려 코미디에 가깝게 만든 엉터리 광대 OO 클라운 영화.. 그냥 학원물 청춘물이냐?,,,,,,,,,,,,,
261,원작의 대단한 명성 하나 보겠다고 2시간의 따분함을 참고 견뎌야 하는구나,,,,,,,,,,,,,
262,빌을 잡아두고 아이들에게 돌아가서 그냥 어른이 되라고 한 부분이 현실과 겹쳐짐.청소년 참혹범죄가 많은 지금,,,,,,,,,,,,,
263,하나 살거나 다죽는 뻔한 공포스토리는 아니지만 성장스토리로가며 또다른 뻔함을 지녔다. 솔직히 허세가 아니라 무섭진 않음. 오히려 삐에로가 귀엽던데. 내가 동양인이라그런가; 메세지에 치중해서 지루하기도하고. 공포성장물...,,,,,,,,,,,,,
264,"초반 기괴함과 공포감이.. 뒤로 갈수록 애들 성장물로 변심하며""그것"" 조차도 같이 애들 눈높이로 바꾼다...",,,,,,,,,,,,,
265,생각보다 너무 재밌다 여자아이가 너무 예쁘다,,,,,,,,,,,,,
266,초딩때 봤으면 무서웠을듯ㅋㅋ,,,,,,,,,,,,,
267,소설 원작인가요? 소설 본 사람들에게 시각적 충족을 선사하려고 만든 영화 같아요. 소설 안 본 사람에게는 엉성 그 자체... 소설을 잘못 영화화한 나쁜 예이지싶어요..,,,,,,,,,,,,,
268,작품 완성도는 있는데. 어린배우들에 반해 제작성이 너무 잔혹하네. 19금도 안달고 좀 아리까리한 공포물.,,,,,,,,,,,,,
269,공포의 사춘기 뷰티아웃사이드,,,,,,,,,,,,,
270,그로테스크한 이미지가 가득한 공포영화. 다만,,,,,,,,,,,,,
271,구니스의 공포버젼. 대학시절 읽었던 스테판킹의 소설의 느낌과는 달랐지만 기대이상이었다. 광대가 등장하는 장면은 모두 공포감이 살아있었고,,,,,,,,,,,,,
272,댓글알바님들 수고하셨습니다 딱 1년전에 (2017) 11시 30분~(2018)12신가 1신가 걸쳐 봤는데,,,,,,,,,,,,,
273,이게 초딩용 공포 영화도 아니고... 낚였다... ㅠ.ㅠ,,,,,,,,,,,,,
274,야이 OO 삐에로 싸이코패스 영화 인 줄 알았더만 무슨 판타지 어린이영화네 ㅡㅡ 아으,,,,,,,,,,,,,
275,개그물인가..ㅋㅋㅋ막판에 웃겨죽는줄,,,,,,,,,,,,,
276,나이트메어의 아류작..애들 뇌피셜로 전개되니 집중이 안 된다.,,,,,,,,,,,,,
277,발암 전개가 아니라서 좋았음. 나름 브레인이지만 비쥬얼이 밀린다고 순정을 보답받지 못한 벤이 안타깝긴 하지만..잔인한 장면 상당히 많다. 영화 도입부부터 훅 치고 들어옴;; 괴기스러운 연출,,,,,,,,,,,,,
278,유치한 미국식 퇴마 호러의 전형,,,,,,,,,,,,,
279,평점이 높아서 기대했는데 스토리가 너무 억지스럽다,,,,,,,,,,,,,
280,최고다 2빨리 나와라^^,,,,,,,,,,,,,
281,,,,,,,,,,,,,,
282,고등학생이 봐야될 영화를 참 내가왜 이딴걸 봣지.. 시간아깝다..,,,,,,,,,,,,,
283,근래 영화 중에 제일 재밌게 봤다,,,,,,,,,,,,,
284,그냥 그랬습니다ㅎㅎ.. 좀 더 괴기스러움을 원했는데생각보다 무난했던거 같습니다.,,,,,,,,,,,,,
285,소문난 잔치에 먹을 것 없다,,,,,,,,,,,,,
286,그것이 알고 싶긴 개뿔..,,,,,,,,,,,,,
287,이 영화 장르가 뭐지? 싶을정도로 잠오는 영화.,,,,,,,,,,,,,
288,이런 최고영화를  기레기들이 평점 조작하네.. ㅉㅉㅉ   집이나 쳐가서 조폭영화보면서 좋아나 해라  조작하지말고,,,,,,,,,,,,,
289,시간 낭비를 하지 않기 위해서  20% 보고 관뒀습니다. 할말없음,,,,,,,,,,,,,
290,파워레인저 납량특집 에디션. 고생했을 어린 연기자들을 봐서라도 2점을 주려 했다. 허나 속편을 기약한다는 못된 결말을 보고 조금의 망설임도 없이 깎았다.,,,,,,,,,,,,,
291,그냥 더러운 영화.. 삐에로가 무슨 환술을 부려 사람들 둥둥 떠있게하고 그 떠있는 여주인공에게 남주가 키스를 함으로써 원래대로 돌아온다.. 무슨 개떡같은 피에로공포물인지?,,,,,,,,,,,,,
292,공포물인줄 알았는데 ㅜ ㅜ 보다 지루해서 죽는줄,,,,,,,,,,,,,
293,결말이궁금해서 끝까지봤는데 정말 힘들었다예고편하난끝내주게 만든듯 .. 홍보팀 화이팅,,,,,,,,,,,,,
294,이 영화가 가장 무서운것은 후속을 예고하고 있다는거,,,,,,,,,,,,,
295,처음엔 무서운 영화인가 했는데 가면갈수록 코메디가 되는 영화.. 귀신이 애들한테 처맞는 영화.,,,,,,,,,,,,,
296,삐에로 공포증 있는분들 꼭보세요!삐에로 공포증이 사라집니다ㅋ,,,,,,,,,,,,,
297,맘비우고 기대없이 보러감 근데 하수구장면에서 충격먹고 그때부터 귀막아가면서 봄.. 생각했던것보다 잔인하고 징그러웠음.. 좀 충격적이고 심장이약해서 귀막고봄 반면에 같이본사람은 볼만하네 괜찮네 라고함... 공포영화잔인...,,,,,,,,,,,,,
298,디지몬 삐에몬 뚜까 패던 명장면 보면서 진정 좀 하렵니다. 아 그리고 세면대 머리카락 청소는 아빠 타지마/코메론 줄자 말고 다이소 배수관 청소기(천원)이면 충분한거 아시죠,,,,,,,,,,,,,
299,제 아무리 '그것'이라도 다구리엔 장사없습니다.,,,,,,,,,,,,,
300,솔직히 스토리에 기대할건 별로 없다. 중간에 욕조옆에서 소리지르는건 영화 오마주인가? 마지막 하이라이트부분은 순수에서 잔인으로 넘어간? 대사중에 어른이 되었다고 나오는데 순수함이 잔인함으로 바뀐 것 같다는 생각도 들...,,,,,,,,,,,,,
301,영화보다 시계를 더 오래  본 것 같아요. 요 근래 본 최악의 영화네요.,,,,,,,,,,,,,
302,공포물 마니아에겐 가뭄에 단비같은 정말 잘짜여진 호러영화임. 다만 막판의 유치스런 마무리와 어설픈 연애라인이 아쉬움.. 그리고 15세 관람가를 무색하게하는 적나라함도ㅎㅎ,,,,,,,,,,,,,
303,공포에 감동까지!! 당분간 삐에로는 못볼듯ㅎㅎ,,,,,,,,,,,,,
304,ㅋㅋ 볼만 했는데 왜들그러냐 솔직히 무섭진 않음 옆에서 친구가 움찔거리는게 더 무서웠음!,,,,,,,,,,,,,
305,1장 스토리를 잘 살렸다 컨저링 시리즈는 공포영화를 만들자 해서 만든느낌이면 이번 영화는 다 만들고보니 공포요소가 많이 섞인 느낌 아이들을 주제로 한 영화라 유치함이 어울렸다 사운드라던가 신박한 공포요소가 돋보였고 ...,,,,,,,,,,,,,
306,줜나재밌다.존나 재밌는 성장드라마,,,,,,,,,,,,,
307,보는내내 모든것이 좋았다.,,,,,,,,,,,,,
308,와씨... 오늘 2시영화봤는데 안그래도 무서운데 그 관에 관객이 저 하나더라구요ㅋㅋㅋ 무서워 죽는줄 알았습니다..ㅜㅜ,,,,,,,,,,,,,
309,광명롯시] 아동 시점의 공포영화라는게 독특하다. 그 외 장르의 삼종연출 어두운 화면,,,,,,,,,,,,,
310,내생에 최고의 공포물~삐에로의 애환에 동질감을 느꼈다넘버원,,,,,,,,,,,,,
311,호러영화 보고 감동 먹긴 처음이다.,,,,,,,,,,,,,
312,광대 VS 에일리언 이 영화보면서 에일리언이 생각났다.붙으면 누가 이길까? 에일리언은 무서운게 없으니 ...에일리언 승?에일리언이 이길려나..?,,,,,,,,,,,,,
313,애들이 연기를 너무 신랄하게 잘해요.. 한국영화 못보겠어용,,,,,,,,,,,,,
314,저는 거의 간디까진 아니지만 노력하는 평화 주의자입니다. 영화 끝나자마자 X발 소리하고 나왔습니다.중간에 너무 지루해서 좀 잣습니다. 자고일어나면 끝나잇겠지.. 근데 영화 생각외로 더럽게 길어요...,,,,,,,,,,,,,
315,이거 평점 높은 이유가 뭐죠?너무 질질 끄는데...,,,,,,,,,,,,,
316,뚱땡이의 사랑은 어디갔는지...,,,,,,,,,,,,,
317,이런 노잼 영화도 후속편이 나온다는게 충격 ㄷㄷ,,,,,,,,,,,,,
318,만판에 2편 예고하는데... 이거 쫄딱 안 망했나? 망필인데 무슨 자신감인가? ㅎ,,,,,,,,,,,,,
319,성장 영화로써는 나무랄데가 없음.원작 소설도 재밌었지만 읽으면서 너무 길고 지루하고 그러면서도 재미 있었는데 이 부분은 영화에서도 그대로 살려 놨네.스티븐 킹 원작과 비교해서 상호 비교 대조 검토하는 재미가 있다.소...,,,,,,,,,,,,,
320,극장에서 보지않아 정말 다행~ 영화 정말 부끄럽다...,,,,,,,,,,,,,
321,ㅆㄹㄱ내가 이걸 왜 봤을까,,,,,,,,,,,,,
322,재밋을거같아서 친구들한테 보자고 떼써서 봣는 데 ,,,,,,,,,,,,,
323,서양 중딩들이 좋아하겠네요,,,,,,,,,,,,,
324,친구한테 안무섭다고 그러고 같이 봤는데..저도 같이ㅎㄷㄷ최근 봤던 공포영화중에서 제일 무서웠어요..진짜 놀라고ㅠㅠ특히 사운드가 장난아니였습니다!! 정말 잘 봤어요ㅋㅋ사람들 평점이 좀 짠듯..암튼 공포 좋아하시는 분들...,,,,,,,,,,,,,
325,평점 낮게 준 녀섣릉의 특징 안무섭다면서 무서워함,,,,,,,,,,,,,
326,핵잼! 나중엔 삐에로가 귀여워보임ㅋㅋ,,,,,,,,,,,,,
327,나름 볼만함 애들 대사가 좀저질,,,,,,,,,,,,,
328,팬티4장 기본,,,,,,,,,,,,,
329,재미없다는분 몇 보이시는데 그건 영화를 제대로 이해하지 못하셔서 하신 말씀이신 듯.아이들의 공포감이 왜 생겼는지를 보시면 될 듯. 공포영화지만 많은 생각이 들게 함.,,,,,,,,,,,,,
330,15세 관람이라 잔인하진 않지만 무서워용 ㅠㅠㅠㅠ,,,,,,,,,,,,,
331,일단 다들 연기가 만족스러웠고 긴장감있는 분위기 좋았음.재밌었음,,,,,,,,,,,,,
332,졸잼느무재밋고 상큼하고,,,,,,,,,,,,,
333,키스는 만병통치약이다,,,,,,,,,,,,,
334,재밌음 살짝 성장영화 같기도 ㅋㅋ,,,,,,,,,,,,,
335,원작 소설을 잘살렸네요ㅋㅋ 기대했었는데 기대한 만큼 잘 보고 왔습니다,,,,,,,,,,,,,
336,마냥 무섭기만한 영화가 아니였어요 꼭 보세요!!,,,,,,,,,,,,,
337,방금 보고 왔는데 개꿀잼입니다 아맥으로 상영한다고 해서 낼 밤에 아맥으로 한번 더 볼라고 예매했습니다,,,,,,,,,,,,,
338,공포물로써는 제대로 무섭다ㄷㄷ,,,,,,,,,,,,,
339,스티븐 킹 원작 영화들은 다 재밌고 잘만들어진듯ㅋㅋ 원작이 좋아서 그런가,,,,,,,,,,,,,
340,연출이 정말 쩔어요!!!! 대박대박지루함없이 봤습니다,,,,,,,,,,,,,
341,평점 7점대인게 신기하다..영화관에서 안본게 천만다행,,,,,,,,,,,,,
342,쓰레기 영화 길게도 만들었네.. 2편이 나오는 게 더 무섭다,,,,,,,,,,,,,
343,dlfj나도 감독 할수 있을듯?,,,,,,,,,,,,,
344,알바들 돈 얼마받길래 ㅈㄴ게 지어내는지 ㅋㅋ이건 공포 영화인지 코믹 영화 인지 구별도 안간다.그냥 얘들이 광대라나 후들겨 패는 영화마지막엔 피의 맹세네 하면서 손 그을때 거의 사이비 인줄;,,,,,,,,,,,,,
345,하아.. 산만하고 유치하고 지루하다. 공포에 대한 공감이 단 1도 없다,,,,,,,,,,,,,
346,하... 맘이 너무 아프다... 동서양을 막론하고 러브라인은 결국 얼굴이냐.. 어떻해 우리 벤..ㅠㅠ,,,,,,,,,,,,,
347,그것보다 그것이 알고 싶다 가 더 재미날듯....,,,,,,,,,,,,,
348,돈 아까움ㅋㅋ 티비로5000원 씀 이거 안보는 게 좋을거임 보고나서 후회하지 마삼 ㅅㄱ,,,,,,,,,,,,,
349,사춘기시절의 추억! 아이들의 성장드라마! 가라 삐에로야! 우리가 물리치겠다! 식스센를 뛰어넘는 사운드! 스토리는 개나줘버린 사운드만 큰 영화! 사랑스러운 사춘기 아이들이 삐에로를 때려잡는 영화!!! 영화이름도 스토리...,,,,,,,,,,,,,
350,웬만한공포영화는 전부다 봤던 1인으로써 그냥할말이없다. 진짜 기대했었는데 하루 월차쓰고 혼자 낮시간에 들뜬마음으로 영화를본 나한테 뭐라하고싶다. 감독이 혹시 후편을 염두에두고 이렇게만들었으면 혹시나하고 2편을보고싶지...,,,,,,,,,,,,,
351,꿀잼 오랜만에 괜찮은 공포영화를 본듯 광대 무섭..,,,,,,,,,,,,,
352,진짜 1,,,,,,,,,,,,,
353,미국 맛집가서 화끈한 요리를 먹은느낌 미국 특유의 찐한 치즈맛이 조금 거북할수 있었으나 화끈함은 입안가득,,,,,,,,,,,,,
354,공포영화 매니아입니다 예고편부터 기대를 많이 했는데 깜짝놀라는 장면과 기괴한 장면 스토리와 공포 요소 둘다 단단한 영화입니다. 내일 또 보러 가야겠어요,,,,,,,,,,,,,
355,에나벨보단 놀라는 부분은 없지만... 그래도 짱이었던 스토리,,,,,,,,,,,,,
356,어린애들용이라며 1점 준 새끼들 뇌구조가 진짜 궁금하다. 초중반에는 공포스러운 장면들이 15세에 적합할 정도로 무섭다. 괴기스럽고,,,,,,,,,,,,,
