,content,,,,,,
1445,생각보다 별로다... 정신없고 짜맞추기식 영화,,,,,,
1446,진짜 스릴러,,,,,,
1447,어렵긴하지만 시종일관 긴장감을멈출수없음..,,,,,,
1448,유럽쪽이 신선하고 짜임새도 있다.미국식 쓰레기 좀비는 영~,,,,,,
1449,허걱~ 마지막이 히트,,,,,,
1450,기분나쁜 느낌만 즐길 수 있는 무책임한 호러,,,,,,
1451,정말멋진영화!! 이정도는 되야 호러라고 할 수 있지!!!,,,,,,
1452,다신 보고 싶지 않은 영화. 공포 그 자체.,,,,,,
1453,머야;; 로끝나는영화.,,,,,,
1454,작년에 본건데...근래 보기 드물게 무섭고 재밌는 영화..,,,,,,
1455,재밌게봤다. 긴장감도 굿!!!,,,,,,
1456,안들이고 이정도긴장감을주고,,,,,,
1457,재밌었는데 결말이//,,,,,,
1458,몰입도 환상. 베리굿. 좋아요.,,,,,,
1459,good,,,,,,
1460,그래도 재밌게 봤어요,,,,,,
1461,뻔한 반전... 약간의 긴장감... 보고나면 어이없는...,,,,,,
1462,개연성없는 그냥 깜작 놀래키는,,,,,,
1463,볼만하네요. 옆에 전문가랍시고 1점준놈은 대체 뭐야.,,,,,,
1464,약간지루했지만 반전에서 조금 점수땃네요 ㅋ,,,,,,
1465,레이 와이즈의 신경질적인 연기는 언제나 즐겁다.,,,,,,
1466,저예산이지만,,,,,,
1467,색다른 공포 색다른 매력,,,,,,
1468,심리적인 공포!! 더로드의 매력에 빠져보시라99999!!!!!!!!!,,,,,,
1469,너무너무너무 기대를 하고 봐서일까.. 평점이 넘좋아서.,,,,,,
1470,대단한 스토리.. 긴장감의 연속에 공포 분위기... 정말 무서움,,,,,,
1471,밤에 혼자 불 끄고 보면 그럭저럭 꽤 무서움 -,,,,,,
1472,시작부터 끝까지.. 긴장속에서 봤습니다..강추!!,,,,,,
1473,저예산 스릴러의 교과서가 될만한 작품!,,,,,,
1474,보는 내내 긴장하면서 봤어요... 강추!!,,,,,,
1475,넘 재밌고 신선하고 무섭고 ,,,,,,
1476,넘잼써욤~ㅎㅎ,,,,,,
1477,음...,,,,,,
1478,역대 최고의 반전 영화 였음.,,,,,,
1479,그런대로 볼만했따,,,,,,
1480,저예산영화.. 작은 스케일... 그리도 무서워서 좋았다,,,,,,
1481,이런류의 결말은 이제 식상하다.,,,,,,
1482,죽음에 이르는 길을 미스테리 형식으로 잘 풀어냈다.,,,,,,
1483,분위기로 압도하는 공포 압권이네요.,,,,,,
1484,왠만한 공포영화에는 무서워하지않는데 이거보면서 소리지름;;,,,,,,
1485,오랜만에 진정 무섭고도 지루하지 않은..근데 결말은 좀..,,,,,,
1486,혼자 보는데 무서버 죽는줄 알았다..,,,,,,
1487,아 진짜 최고의 영화였음;,,,,,,
1488,나능 괜찮게 봤음!! ㅋ,,,,,,
1489,이지훈 전문가 영화 제대로 다시보고 평가해라,,,,,,
1490,잘짜맞친듯한 느낌..억지스럽진 않다,,,,,,
1491,실화란게 더욱더 놀랍다.,,,,,,
1492,괜찮음...,,,,,,
1493,이해하기 정말 어려웠던 영화,,,,,,
1494,멋진영화..!! 하지만 제작비좀 더 투자했더라면...;; - -,,,,,,
1495,보는내내긴장을늦출수없었다.근데저작비가얼마나들었을까,,,,,,
1496,가장 뜻있는 공포영화,,,,,,
1497,좋은영화 하지만 이해하기 좀 어려운 ㅋㅋ,,,,,,
1498,공포분위기 조장 장하더라.봐도 후회 없을듯.,,,,,,
1499,볼만하던데 상상을 초월하는 미스터리와 로드호러,,,,,,
1500,개인적으로 정말 재미있게 봤음. 깔끔한 공포영화,,,,,,
1501,정말 볼만한 공포영화... 강추,,,,,,
1502,결말이 공개될때까지 수많은 상상을 하게 만드는영화...,,,,,,
1503,최근에 본 공포/스릴러 영화 중 제일 재밌는 영화...,,,,,,
1504,마지막에 종이쪽지 한장은 관객들을 향한 감독의 농락에 가깝,,,,,,
1505,새로운 느낌,,,,,,
1506,정말 짱  결말을 모르고 보세여,,,,,,
1507,영화사에 남을작품!! 깔끔한 마무리좋다,,,,,,
1508,정말 숨조리면서 잘봣음니다. 진짜여운많이남구여 잼있음,,,,,,
1509,대박대박.,,,,,,
1510,색다른 영화를 본듯한 느낌 추천할만해요,,,,,,
1511,잘만들었다.친구랑보다 무서웠음.ㅋㅋ긴장감짱,,,,,,
1512,음~후반부에 반전을 예상할수 있음//그런데로 잼있음,,,,,,
1513,긴장감은 괜찮으나,,,,,,
1514,꽤 볼만한영화 반전도 조코 분위기 음산,,,,,,
1515,911전화번호몰라서 피식 반전에 피식,,,,,,
1516,굿~~ 호러 매니아라면 꼭 거쳐야할 길!,,,,,,
1517,영화를 만들려면 이정도는 되야 한다.말도필요없다.보고느껴라,,,,,,
1518,정말 좋은 호러영화입니다,,,,,,
1519,보면 잼있는 영화 ~,,,,,,
1520,첨엔 좀 지루했지만 영화에 깊게 빠져들게 하는 매력이..,,,,,,
1521,무섭지는 않지만 마지막 반전이 좋았던 영화..,,,,,,
1522,재미었다.,,,,,,
1523,밤에 보면 정말 섬득한 영화!!!,,,,,,
1524,진정한 공포 영화. 반전의 백미.,,,,,,
1525,제한된 스토리,,,,,,
1526,공포감은 있지만 설득력있는 이야기는 없다.,,,,,,
1527,강추!!! 뻔한 공포영화에 질렷다면 꼭보시길,,,,,,
1528,도대체...뭘까하고 가슴졸이며 보다가.....끝엔.....피식...,,,,,,
1529,내가 그 상황에 처했다면... 아 무섭다.,,,,,,
1530,몰입은 좀되는데 반전이나 공포잘 못느끼겠음,,,,,,
1531,돈 안들이고 정말 잘만든 영화,,,,,,
1532,재일무서웠던게 그..엄마가 머리를 막만지면서.. 뇌가....,,,,,,
1533,큐브..의 바깥세상버전!! 절대 혼자서보지마셈!,,,,,,
1534,식스센스 이후로 최고의 반전!,,,,,,
1535,이영화가 이상하다고 하는사람은 영화 볼줄 모르는사람..,,,,,,
1536,긴장 또 긴장......마지막 부분의 묘한 여운........,,,,,,
1537,바로 이거야 더위가 한방에.,,,,,,
1538,뛰어난 긴장감이 매력..,,,,,,
1539,일만 잔뜩 벌여놓고 단번에 수습하는 편리한 반전.,,,,,,
1540,심리적압박~영화 끝나고 나자 바로.. 결말이해의 어려움이란..,,,,,,
1541,정말 완전재미있고 - -무서움,,,,,,
1542,예상은 했지만.... 그래도 괜찮네요,,,,,,
1543,평이괜찮길래 다운받아봤는데 괜찮네요,,,,,,
1544,뭐..재밌네;;;,,,,,,
1545,이런 공포물을 기다렸다구!!,,,,,,
1546,개봉하네..호러 좋아하는분들 꼭보세요! 긴장감 최고!! ㅋㅋ,,,,,,
1547,GOOD,,,,,,
1548,밤에 운전하면서 한번쯤 생각해보는 공포...,,,,,,
1549,우연히 두번이나 봤네요 ? 응!,,,,,,
1550,마지막 반전빼면 쓰레기,,,,,,
1551,지루할뻔한 스토리 그러나 끝의 반전 최고의 영화,,,,,,
1552,엔딩 먼가 찝찝할려고 했는데,,,,,,
1553,정말 내용 괜찮고 볼만한 영화,,,,,,
1554,시작부터 끝까지 차를 몰고 이야기를 진행한다. 좋은작품이다.,,,,,,
1555,결코 예측할 수 없었던 반전! 저예산 인거 같지만 최고의 공포!!,,,,,,
1556,뭔가를 마음속에 남기게 하는 반전,,,,,,
1557,적당한 스릴과 반전이 있는영화..,,,,,,
1558,혼자 못봄 -_-;;,,,,,,
1559,속도감잇는 공포영화 웃음과 공포의 동반~,,,,,,
1560,역시.. 가족영화라고 보는것이... 좋을듯. ㅋ,,,,,,
1561,뭣보다 아기를 안고있는 여자의 미소가 존내무섭다...기분나쁘다,,,,,,
1562,재밌게 봤습니다.,,,,,,
1563,역시 반전...그럭저럭 시간때우기엔 좋은 영화....,,,,,,
1564,중간정도보다가 결말이 떠올랐는데 혹시나 했더니 역시나;;,,,,,,
1565,날 무서움에 떨게했던 영화;;넘 무서웠다..,,,,,,
1566,숨막히는 영화...공포영화 좋아하시는분 꼭 보기,,,,,,
1567,마콧은 과연어디인가? 아니 누구인가가 맞겠군..크크하하!!!!,,,,,,
1568,기대만 잔뜩하게 만드는 맥빠지는 반전....,,,,,,
1569,대단,,,,,,
1570,9.9점을 주노라...,,,,,,
1571,내가 그 차를 운전하는 듯한 답답함이...,,,,,,
1572,신선한 공포 영화,,,,,,
1573,기대를 하고 봐도 안하고 봐도 정말 정말 무섭습니다.,,,,,,
1574,흠... 곱씹어 볼 수록 매력적이다,,,,,,
1575,반전 기대하지마시구..이야기진행의 긴장감이란..,,,,,,
1576,섬뜩!!,,,,,,
1577,난감하면서도 섬짓하게 공포를 만드는 영화 ^-^,,,,,,
1578,이영환 반전을 맞추는게아니고 반전후에 상황들을 맞추는것이다,,,,,,
1579,순간순간 놀라는것 반전 무리없이 볼수 있는영화 !!~,,,,,,
1580,심리적 압박감이 상당했던 영화.,,,,,,
1581,재미없는데.돈주고보면아까움 그냥봐도시간아까움,,,,,,
1582,낭자하는 피가 없는,,,,,,
1583,느낌부터 새로웠던 영화,,,,,,
1584,오래전에 봤던건데..ㅡㅡ;지금 게봉하네 꼭 보세요! 강추!,,,,,,
1585,베리굿~ 피투성이공포물보다 더 공포스러움.,,,,,,
1586,결과는 예측가능하지만 정말 재미있게 본 영화입니다.,,,,,,
1587,30분만에 반전을 눈치챘다는 영화...ㅋㅋㅋ,,,,,,
1588,이제 개봉 할려고 하네 미챠 반전/공포 양호함,,,,,,
1589,영화를 4분의1정도보면 결과를 예측할수있는 스릴러...,,,,,,
1590,정말 재밌게 봤어요 ㅎㅎㅎ 강력추천!!!,,,,,,
1591,무난한 공포물의 전형을 각춘 C급 저예산 영화,,,,,,
1592,무난한 재미를 가진 영화.. 하지만 만점은 좀..,,,,,,
1593,후.. 재밌군,,,,,,
1594,모순도 있지만,,,,,,
1595,보고 나서 후회는 안 할 것임.,,,,,,
1596,분위기와 사운드,,,,,,
1597,대체 어떤 결말이 맞는지...,,,,,,
1598,이거 감독 심리만으로 사람을 공포로 몰고가다니..,,,,,,
1599,왠지 정이가는 주인공들 자칫 스토리 이해가 잘 안될수도있음,,,,,,
1600,초반심리묘사가 잘됐지만 갈수록 별로.... 끝에는 헛웃음이,,,,,,
1601,저예산으로 만든 괜찮은영화 막판의 의도가 불분명해서 -2접,,,,,,
1602,꽤괜찮은 스릴러영화..약간무섭기도 하구요,,,,,,
1603,재밌게 봤는데 리뷰에 이상하게 해석한 사람이 많네..,,,,,,
1604,이 영화가 이제야 개봉되는군요...스릴 만빵..굿,,,,,,
1605,저예산 영화의 극치,,,,,,
1606,정말 독특하고 반전 멋진 영화예요^^,,,,,,
1607,근래 본 공포영화 중 괜찮네요,,,,,,
1608,그냥 볼만했음.,,,,,,
1609,최고다~,,,,,,
1610,영화가끝난후이어지는마지막장면을꼭봐야합니다!반전의 반전!,,,,,,
1611,일장춘몽,,,,,,
1612,실화를 바탕으로 한것이라니 더 무섭군요...,,,,,,
1613,요즘에 너무 볼게 없어서 볼만한 영화!,,,,,,
1614,it`s so good~~~.3차원과 또다른 저승세계에 대한 새로운 고찰,,,,,,
1615,공포감조성... 굿입니다.. 잔인하지 않으면서도.. 무섭군요..,,,,,,
1616,,,,,,,
1617,재밌다,,,,,,
1618,초반에 알수 있는 반전이지만.. 지루함없는 진행.,,,,,,
1619,괜찮네~~잼있음~,,,,,,
1620,괜찮네,,,,,,
1621,반전에 반전에 반전때문에 별 새게줍니다,,,,,,
1622,혼자 봤는데 꽤 재밌음. 실제 있었던 일이라고 하던데..,,,,,,
1623,전 나름대로 괜찮게 봤어요^^,,,,,,
1624,반전을알아차렸지만시계도안보고재밌게봤음!!ㅎ,,,,,,
1625,참신한 시나리오! 신선한 공포영화!,,,,,,
1626,새로운 스타일....   이해가  조금  필요할듯,,,,,,
1627,야 긴장감왈이다 진짜 잘만들었다 ㅋㅋ,,,,,,
1628,오랜만에 느낀 반전 ㅎ 약간 무섭기두 하고,,,,,,
1629,킬링타임으로 딱! 반전은 예측가능 긴장감 연출이 수준급,,,,,,
1630,정말 예상외의 결말.... 최고^^,,,,,,
1631,쪼끔~ 아깝다이~,,,,,,
1632,생각지도 못했던 결말~ 초저예산으로 만든 영화지만 초강추,,,,,,
1633,어우 개봉한다 축하축하!,,,,,,
1634,왜 이제사 개봉하는지 모르겠지만. 여튼 잼나게 봄~,,,,,,
1635,보는내내 너무 무섭고..끝나고나서도 계속 되씹어보게하는 영화,,,,,,
1636,좋았다,,,,,,
1637,반전 OOO. 영화가 끝나고도 생각하게 만드는영화..,,,,,,
1638,왠..반전.-_-;; (졸음 운전하지 맙시다...),,,,,,
1639,고어적인 장면없이도 충분히 무섭고 제법 강한 반전!,,,,,,
1640,너무 놀라거나 잔인한것을 그리 좋아하지 않는 관객이라면 원츄,,,,,,
1641,후회란 없다...,,,,,,
1642,Don't sleep at the wheel.,,,,,,
1643,"우리나라단편드라마 ""중독된 사랑""이 떠오른다.",,,,,,
1644,새벽에 혼자보니 괜찮군..반전은 좋았음..,,,,,,
1645,중반부까지는 짜증났다 그랬는데 마지막에 보니 볼만하다,,,,,,
1646,보는 내내 몰입!! 끝난후의 감탄!! 강추!!!,,,,,,
1647,내가 본 공포영화중 제일 나았음~!,,,,,,
1648,진짜 진짜 안무섭던데.. 반전은 있더라고요,,,,,,
1649,좋은공포영화..반전을예상못한건아니지만..,,,,,,
1650,충분히 재밌다,,,,,,
1651,반전을 쉽게 알수있지만 그래도 흡입력 굿인 영화 추천 ~~,,,,,,
1652,영화가 끝난후가 더 소름끼친다.,,,,,,
1653,오싹 오싹...으~~,,,,,,
1654,최고의 정통 공포!! 반전 최고!! 가슴이 아직도 벌렁벌렁...;;,,,,,,
1655,초딩이후처음맛보는긴장감..죽인다..그러나반전은뻔했다..,,,,,,
1656,반전?...별루있것 같은데.. 주인공들이 죽는게 너무 억지스럽다.,,,,,,
1657,의아하게 평점이 높다... David Lynch의 단편작으로 보는 느낌!,,,,,,
1658,내용을 거의 다 이해하면 정말 죽이는영화..정말 최고다.,,,,,,
1659,복잡한 내용. 아이인사이드와 비슷. 공포감 최고!!!,,,,,,
1660,이렇게잘만든데다 수상경력도있는데,,,,,,
1661,마지막..오...ㅋ,,,,,,
1662,저예산이 불러낸 굉장한 긴장감..,,,,,,
1663,재밌게 잘본 영화,,,,,,
1664,넘잼있다....,,,,,,
1665,반전이 신선~영화 보는 내내 압박감~ 최고,,,,,,
1666,두 눈 팔지 못하도록 몰입하게 만드는 자체가 상당히 무서웠다..,,,,,,
1667,솔직히 정말 무서웠다.,,,,,,
1668,가뭄에 단비,,,,,,
1669,저명도의 배우와 저예산의 호러물치곤 잘만들었군,,,,,,
1670,흠..... 정말 무서운 영화임다...^^,,,,,,
1671,정말 괜찮은 공포영화!!!,,,,,,
1672,무서운장면은 제 기준엔 없습니다.  재미있고 볼만합니다.,,,,,,
1673,새벽에 혼자 봐라 존내 무섭다.,,,,,,
1674,정말 괜찮은영화,,,,,,
1675,보고,,,,,,
1676,반전눈치챘네하며잘난척하지마라. 저예산걸작!,,,,,,
1677,음악이 긴장감을 더한다. 단순한시나리오지만 긴장감은 좋은영화,,,,,,
1678,좀 싱거운 영화였지만,,,,,,
1679,피가 튀지 않아도 그 이상의 긴장감.,,,,,,
1680,낮에 바서 그런지 그저 그랬던 영화지만 볼만 하다~!,,,,,,
1681,공포 짱!스릴 만땅!요즘 말많은 숨바꼭질,,,,,,
1682,진짜 재밋게 봤다.,,,,,,
1683,흔한반전이지만 그래도 잘만든영화..엑스텐션이 더낫지만..ㅋ,,,,,,
1684,이 영화 정말 무섭고..최곱니다!!! > . <,,,,,,
1685,반전은 최강인데.. 내용이 그다지..,,,,,,
1686,이번 방학에 본 최고의 공포영화. 밤에 불끄고 혼자 보세요.,,,,,,
1687,어~ 생각보다 괜찮음 ..공포감 최고~,,,,,,
1688,결말이어이없더군..,,,,,,
1689,굉장했다. 잘 알려지지 않은 대작. 탄탄한 시나리오와 공포!!,,,,,,
1690,저예산영화지만,,,,,,
1691,초반신에 벌써 반전을 예상할수 있지만 그래도 괜찮은 영화,,,,,,
1692,good. 공포영화특유의어쩔수없는짜증남이있긴하지만크진않다,,,,,,
1693,나한테 저런일이 일어난다면 난; 아마 미쳤을듯 i0i,,,,,,
1694,정말지루하다 하지만,,,,,,
1695,"어느정도보다가""결말이이럴것같네...""라고예상은했지만정말잘~만든영화!",,,,,,
1696,지루하진안내요,,,,,,
1697,아 마지막 반전을 이해하느라 끝나고도 한참 앉아있었다는...,,,,,,
1698,작품성있고 재미있는 영회입니다-19세 이상가로 안보신분들 꼭 보세요-,,,,,,
1699,아 OO 엄청 쫄았잖아 새벽에 간떨어지는줄 알았다.,,,,,,
1700,완전뒤통수.........억울하다........짱나,,,,,,
1701,어두운 숲속으로 끝없이 향한 길,,,,,,
1702,긴장감과 압박감이 돋보이는 호러.,,,,,,
1703,젬있네요,,,,,,
1704,꼭 내가 주인공이 된듯,,,,,,
1705,ㅎㅎ..좀 지루하긴 해도 볼 만 함..,,,,,,
1706,새벽에혼자보다죽을뻔했따-_ -ㅋㅋ굉장히 어려운영화,,,,,,
1707,잼있습니다.. 전체적인 설정이 다른영화와 좀비슷하지만 볼만합니다...,,,,,,
1708,올해 중2가 되는데 꽤 재밌네요. 스토리가 좀 난해합니다.,,,,,,
1709,전 심장마비 걸릴뻔 했습니다. 아직도 진정이 안되네요.,,,,,,
1710,재미없다는분들 원래 공포영화는스피커만땅!불끄고새벽에봐야..그렇게함보십쇼.,,,,,,
1711,심리적 압박감 장난 아닌데요..,,,,,,
1712,헐리웃 가족주의영화와 정확히 반대편에 있는 숨은 걸작공포,,,,,,
1713,혼자 보면 끝나요 ;,,,,,,
1714,나비효과 이후 오랜만에 느껴보는 공포와 스릴 굿~,,,,,,
1715,보는내내 졸도하고 싶었던,,,,,,
1716,재밌네요...시간 가는줄 몰랐어요...나비효과2,,,,,,
1717,이렇게 재밌고 스릴넘치며 긴장감을 주는 영화는 흔치 않다.!,,,,,,
1718,어느정도 보면 결말이 예상 가능하다는 사람들...시나리오 쓰셔야겠네요!,,,,,,
1719,초강추!!!식수센스후 충격을 준 영화,,,,,,
1720,나비효과보다 더 어렵다...,,,,,,
1721,엔딩 그레딧  올라갈때까지 끄지 마세요~^^,,,,,,
1722,이런 시나리오가 정말 독립영화 혹은 저예산 영화만의 힘이 아닐까?,,,,,,
1723,불끄고혼자보기힘든공포영화,,,,,,
1724,저 예산 영화의 승리... 공포 스릴러 코메디의 절묘한조화,,,,,,
1725,긴장감100% 몰입도 100%그러나 스토리는 약간 엉성하다,,,,,,
1726,`전설의 고향`,,,,,,
1727,정말.. 심장이두근거립니다. 알수없는불안감이 엄습해오죠.. 대단합니다..,,,,,,
1728,그냥 볼만한 영화네요,,,,,,
1729,식스센스류~재밌다.강추!!,,,,,,
1730,잔인한 장면이 별루 없어서 괘안은듯 분위기로 ..,,,,,,
1731,이런영활 만들수있다는 능력에 대해 찬사를 보냅니다,,,,,,
1732,사후세계관적 관심에 의해 만들어진 영화,,,,,,
1733,라스트를위해서계속참고보기엔너무지루해-_-,,,,,,
1734,완벽한 구성,,,,,,
1735,이렇게 무서운 영화는 태어나서 처음... 전 공포감 절대 안탑니다.,,,,,,
1736,정말 괜찮았다. 전체평가는 7이라고 하더라도 긴장감이나 흥미도는 10점.,,,,,,
1737,1시간 20분동안 끊어지지 않는 긴장감. 잠이 안와 ㅡ.ㅜ,,,,,,
1738,이영화를 보려면 혹자서 꼭보아야 해요!,,,,,,
1739,영화보고~여기 리뷰보고~영화한번더보고~여러번생각하게만드네염^^ 굿!,,,,,,
1740,볼만한 영화네요...,,,,,,
1741,이런 영화를 최악이라고 평하는 분이 어떤 분인지 궁금하군요...,,,,,,
1742,혼자 남겨진 딸의 치기가 웃겼다! 가능성이 엿보이긴 하지만...그래도?,,,,,,
1743,범인은 바로!!!!,,,,,,
1744,생각보다 재밌는영화 머리안쓰고봐야 재밌음,,,,,,
1745,한마디로 굿~!!,,,,,,
1746,아 정말 상상도 못한 결말..간단하면서도 긴장 만땅인 영화!!,,,,,,
1747,이 영화 1점주는 인간은 제정신일까??,,,,,,
1748,이영화시종일관영화에서눈을땔수없게전개되더군요아이덴티티보다 긴장감이더하네요!,,,,,,
1749,다보고 난후 자세히 생각해보면 아? 그렇게 되는구나?라고 탁 칠것이라는.,,,,,,
1750,영화보다 영화평이 더 좋아서.. 7점,,,,,,
1751,영화도 좋지만 밑에 리뷰들도 훌륭하네요~,,,,,,
1752,너무 심오한 영화,,,,,,
1753,긴장감 있는 진행은 좋왔으나 마지막 식상하고 진부한 결말이 아쉬웠던 작품,,,,,,
1754,강추네요 우리나라에선 개봉안하나?,,,,,,
1755,새벽의 저주따위...ㅋㅋ 이것이 진정한 공포영화다,,,,,,
1756,앵간한 공포영화봐도 안놀래는데 이건 집이 떠나가라 소리 질렀따는-_-;;,,,,,,
1757,초딩때 본 `여곡성` 이후 유일하게 날 놀라게 만든 영화,,,,,,
1758,영화보는 동안의 긴장감,,,,,,
1759,뭐가이리 무서워,,,,,,
1760,정말 재밋게 봣음-_-ㅋ 엄마연기 잘하더라...,,,,,,
1761,분위기가 괜찮은 영화였음 굿,,,,,,
1762,넘넘 무섭게 본 영화,,,,,,
1763,마지막 쪼지가 압권이다...이거 하나로 여운을 남긴다~,,,,,,
1764,근래 드문 호러 영화 상당히 재미있음 강추,,,,,,
1765,그저그랬는디..,,,,,,
1766,호러물의 공식을 딱 적용시킨 영화,,,,,,
1767,정말 저예산 영화라고는 믿기 어려운 영화 추천!,,,,,,
1768,매니아성 짙은 영화~공포가 그대로 느껴지는 키스신 압권!!,,,,,,
1769,스릴,,,,,,
1770,정말 오싹 소름 돋네요... 동양적인 공포...,,,,,,
1771,정말 끝까지 눈을 뗄 수 없는영화.. 않보신분 꼭 보세요,,,,,,
1772,굿,,,,,,
1773,볼만함..,,,,,,
1774,오랜만에 괜찮은 영화 한편 봤네요~,,,,,,
1775,정말 대단한 공포 영화 절대 강추!!!,,,,,,
1776,데스티네이션과도 약간은 비슷한 분위기가.. 장르가 같아서 일까나??,,,,,,
1777,혹시나 하는 마음에 봤지만 정말 괜찮은 영화군..,,,,,,
1778,저예산 영화...그러나 값진 스토리,,,,,,
1779,족지의 의문이풀리지 않지만. 괘찮은 스릴러 영화. 굳,,,,,,
1780,긴장을 늦출수 없는영화입니다. 진이 다 빠지더군요,,,,,,
1781,디아더스 식스센스와 공통 분모가 있는 영화,,,,,,
1782,초저예산..그러나 공포는 최강,,,,,,
1783,간만에 본 명작중 하나. 이정도는 되야지 봐줄만하지,,,,,,
1784,저예산 영화같지만 정말 괜찮게 본 영화 추천할만한 영화,,,,,,
1785,지금까지 본 공포영화는 다 장난이었다. 졸라 무셔~,,,,,,
1786,생각보다 복집한 영화야... 마지막때 정말 궁금하군.,,,,,,
1787,폐쇄된곳의 공포... 굳!!,,,,,,
1788,모두이해했을때,,,,,,
1789,별 기대 안했는데 꽤 괜찮은 영화,,,,,,
1790,괜찮은 영화~,,,,,,
1791,뭔가 굉장히 깔끔하면서,,,,,,
1792,시작2분만에 사실상 끝난 영화,,,,,,
1793,결말이 어떻게 날지 궁금해서 무서워도 꾹 참고 봤어요...,,,,,,
1794,새로운 공포 장르를 개척한 영화,,,,,,
1795,저예산 공포영화. 요란스럽지 않은 홍보용(?) 영화,,,,,,
1796,공포물 좋아하는 분은 일단 아무생각없이 그냥 보셈,,,,,,
1797,와우..첨엔지루한영환줄알았는데 이렇게 각본이 높은영화였다니 추천합니다.~,,,,,,
1798,깔끔한 공포영화.적당한긴장감의연속.,,,,,,
1799,오랜만에 괜찮았던 영화.. 처음을 제대로 안보면 볼만 제대로 보면 뻔한.,,,,,,
1800,별 생각 없이 보다 몰입 돼 보게 된 영화,,,,,,
1801,당신이 진정한공포,,,,,,
1802,나름대로 재밌게 봤습니다.. (뭔가,,,,,,
1803,아~~~ 무심코 넘기지 못하게 만드는 영화... 아~~ 멋지다..,,,,,,
1804,좆타!,,,,,,
1805,잔인하지 않으면서도 굉장히 무섭네요 잘만든 것 같아요,,,,,,
1806,볼만한 영화..재밋네요..,,,,,,
1807,차라리 깔끔해서 좋은 영화... 약간의 반전도 있고...,,,,,,
1808,영화 짧고  아주  좋았다.   음산한 분위기가 극장에서 봐도 재밌겠다,,,,,,
1809,결말은 금방 예측하게되지만..어쨌든 볼만은 했음,,,,,,
1810,최고의 영화,,,,,,
1811,국내에서 개봉한 건가요? 외국에서 보셨나보죠. 저는 다운 받아 오늘 보고,,,,,,
1812,소군자료실에가면 있다,,,,,,
1813,아메리칸 드림과 가부장제의 몰락,,,,,,
1814,개꿀잼임ㅋㅋㅋㅋ,,,,,,
1815,공포감 보다는 미스테리물이 맞는듯.,,,,,,
1816,엄마역 진짜 발암ㅡㅡ 아오 보는 내내 짱남,,,,,,
1817,살인이 아니라 사고였군. 영화마지막 5분을 위해 75분간을 달려왔다. 공포영화 못보는 나도 충분히 볼수있는 그냥 스릴러 영화. 메리온의 병원씬 전까진 중간중간 지루한면도 없지않아있었는데 암튼 마냥 허황된얘기로 끝맺지...,,,,,,
1818,예전에 보고 기분참 더러웠던 기억 연출 올드한느낌은 2003년 당시에도 들었었음 지금보니 더 오래된것같이느껴지네,,,,,,
1819,킬링타임용으로 봤는데 정말 최고네요,,,,,,
1820,수작이라해서 봣는데 뭐가 수작이지하다가  리뷰보고 나서 이해했습니다.,,,,,,
1821,영화는 재미있는데 엄마역으로 나온사람 ㄹㅇ 답답 진짜 일빠로 죽지 아ㅡㅡ 모든공포영화에서 그렇듯 쫒기다가 넘어진 애같이 짜증났음,,,,,,
1822,몰입도 쩌는 공포영화 허나 2% 부족하다.,,,,,,
1823,관객으로 하여금 궁금증을 끝까지 유지시켜 도무지 도중에 그만보는 일이 생길 수 없는 영화,,,,,,
1824,반전을 위한 반전이 아니라 좋았다.,,,,,,
1825,리뷰 보니까 진심 잘 만든 영화같음.,,,,,,
1826,편집이 약간 똥같아도 긴장감,,,,,,
1827,정말 수작,,,,,,
1828,별 돈도 안들인거같은데 무서움류 최고인듯..그 쪼여오는 긴장감이란 정말 대단함,,,,,,
1829,as,,,,,,
1830,난 이영화를 병맛공포영화라고 칭하겠다..ㅋㅋㅋ 감독이 의도한것 같은데.. 무섭다가 웃기다가 말이 안되면서 되기도하고~ 뭐랄까 정체모를 조합의 드링크를 마신 느낌 ㅋㅋㅋ,,,,,,
1831,결말을 봐야 영화 내용이 이해됨,,,,,,
1832,색다르게 볼만하다,,,,,,
1833,아이덴티티만큼은 아닌데.. 괜춘,,,,,,
1834,진심 보다가 오줌지릴뻔 개무서움 ㅠㅠ 1년전에 본건데 아직도 생각나네,,,,,,
1835,보면 핵답답 진짜 막장막장개막장가족임그래도 마지막반전은 굿b,,,,,,
1836,3년전에 봤던것데 아직까지 기억에 남는다 볼까말까망설인다면 무조건봐라 팬티몇장준비하고,,,,,,
1837,이 영화 평점이 '야곱의사다리' 보다 높다는것 자체가 넌센스고 영화에 대한 모독이다,,,,,,
1838,네이버 평이 좋길래 친구들이랑 봤는데 진짜 별로네요..안 잔인하다해서 봤는데 잔인하고 피범벅나오고..소름돋지도 않고.. 소름돋기보단 기분이 안좋아질뻔 했어요.. 중간에 끌뻔했습니다..ㅠ,,,,,,
1839,무서울만하면 웃긴다 ㅋ,,,,,,
1840,무섭진 않고 징그러움코메디 스릴러...??!?내용은 있는데 재미는 그닥... 다들 무섭다길래 오늘밤은 이거다하고 보다가 잠든게 ..3일만에 겨우다봤네 그냥 처키 수준,,,,,,
1841,그냥저냥 볼만함. 킬링타임에 최적화.,,,,,,
