,content,,,,,,,,,,,,,,,,,
200,이 영화는 미쳤다 그냥 ..,,,,,,,,,,,,,,,,,
201,이제껏 경험하지 못한 공포!이미지의 잔상이 잊혀지지 않는다~,,,,,,,,,,,,,,,,,
202,존나재미없네 하고픈 말이뭔데 OOO,,,,,,,,,,,,,,,,,
203,내생에 이런 영화는 진짜 처음이였다,,,,,,,,,,,,,,,,,
204,토나와 ㅅㅂ!!! 2시간 40분동안 내가 뭘본거지...,,,,,,,,,,,,,,,,,
205,진짜 내가 평점 거이다 만점주는데 OOO기영화엿다. 전작 나름 재밋게봐서 기대햇는데 개실망 OOO기 변태영화 ㅋ,,,,,,,,,,,,,,,,,
206,왠만한 영화는 안까는데..취향존중은 한다마는 이건 아니잖아..,,,,,,,,,,,,,,,,,
207,대니는 홀로서기가 안되는 인물인가.. 결국 마을에 가족으로 받아들여짐을 기쁘게 맞이하며 끝난다..,,,,,,,,,,,,,,,,,
208,교훈도없고 감동도없고 그냥쓰레기,,,,,,,,,,,,,,,,,
209,별 한개도 아까운 노잼...기대했는데,,,,,,,,,,,,,,,,,
210,극불호 예측불가능하지는 않지만 정신병걸리는 기분이 너무 심해서 후반부즈음 탈주했음.. 고어틱한데 그래도 그건 청불이라 이해가능한 수준. 문제는 많이 불쾌하다는거.. 가장 순수한 악이 무엇인지 생각하게되지만 이런 컨텐...,,,,,,,,,,,,,,,,,
211,너무 약한데?졸라 참신하고 완전 고어한걸 기대한 내가 한심하다그냥 블루투스섹보면서 웃은거 밖에 생각안나네??: 아기가 느껴져요  ㅇㅈㄹ,,,,,,,,,,,,,,,,,
212,역대급영화 도중에 나가고싶은욕구가 끊이질않네요스토리전개도 1시간동안 잡아먹고 .. 배우,,,,,,,,,,,,,,,,,
213,정신적으로 나약하고 공감지수 높은 사람들이 사이비에 어떻게 빠지는지 보여주는 영화 논리적으로 보면 마을사람들이 얼마나 OOOO들인지 알 수 있지만 주인공은 정신적으로 피폐해진 상태에서 자신을 가족처럼 맞이해주고 공감...,,,,,,,,,,,,,,,,,
214,누군가의 지옥이 누군가의 유토피아가 된다,,,,,,,,,,,,,,,,,
215,이으!!  기분나빠!!,,,,,,,,,,,,,,,,,
216,불쾌한영화. 무섭고 고어스러워서가 아니라이게 뭐지 싶고 짜증나고 스트레스 받는 영화 액션판타지로맨스장르인 평범한 영화 좋아하는 사람한텐 최악인듯 예술적인건 알겠는데 그냥 짜증나 영화가 지루하고.,,,,,,,,,,,,,,,,,
217,뭔가 미친 느낌.  ..웃겼음,,,,,,,,,,,,,,,,,
218,마지막에 주인공이 웃을때 나도 모르게 따라 웃었다 나도 같이 미친건가ㅋㅋㅋ..,,,,,,,,,,,,,,,,,
219,백주대낮에 눈 말똥말똥 뜨고 느끼는 묘한 공포,,,,,,,,,,,,,,,,,
220,가족의 소중함을 말한 영화다. 초반부 가족상실로 주인공은 큰 고통을 겪고 대인관계도 망가지기 시작합니다. (중략)5월의 여왕으로 뽑히며 마을공동체의 일원이 되며 행복의 미소를 되찾는다. 가화만사성..을 말하는 영화,,,,,,,,,,,,,,,,,
221,예술인척하는 중 2병걸린 감독이 만든영화 OOO기,,,,,,,,,,,,,,,,,
222,개 ㅅㅂ ㅈ같음. 이 영화 보지 마셈. 이 색히들 다 죽어야 되는데 그딴 거 안나오고 걍 사이비 집단 승리 영화 아 ㅈ같네,,,,,,,,,,,,,,,,,
223,인간적으로.. 이게 재밌냐???.. 그냥 돌아이영화같아..여기에 예술이 느껴지다니.. 이건 너무한거아니냐고..싯11팔..,,,,,,,,,,,,,,,,,
224,유전은 여백의 미라는 깔끔함이 있다면 미드소마는 보여주지 않아도 될 쓸데없는 장면이 많다.소리만으로 지금 상황이 무엇을 하는건지 관객이 상상으로 느끼는게 낫지 않았을까.내용전개는 누구나 알수있고 끝으로갈수록 필요이상...,,,,,,,,,,,,,,,,,
225,진짜 쓸데없이 그럴듯해보이려고 발악을하네,,,,,,,,,,,,,,,,,
226,하...진짜...짜증나요... 엄청 잔인한데 그걸 떠나서 정신병걸릴것같고 쓸데없는 장면이많음. 야한것도야한데 어이없게 야하고 욕나옴,,,,,,,,,,,,,,,,,
227,영화라면 재미있거나 감동이 있아야되는데...찝찝함 뿐...  스웨덴의 괴이한 풍속을 다룬것은 좋으나...영하보는 내내 ...심심하고 지루하고..별 감흥도 없는 영화는오랫만에 접합니다.,,,,,,,,,,,,,,,,,
228,총기난사는 필요하다고 메세지주는 영화,,,,,,,,,,,,,,,,,
229,기괴하고 혼란스러운 영화 영화끝나고 계단 내려오는데 어지러웠음감독의 정신상태가 궁금해진다 잔인한거 못보는사람은 중간에 나올것같음,,,,,,,,,,,,,,,,,
230,예술이라는 이름으로 포장하여 본인의 판타지를 녹여낸 최악의 변태영화 정서에 안좋음,,,,,,,,,,,,,,,,,
231,개같은 영화를 참 돈들여가며 잔혹하기 그지없이정성스럽게도 만들어놨네. 미친 감독 정신병원에나 좀 가라.,,,,,,,,,,,,,,,,,
232,정신적위자료 청구하고싶다,,,,,,,,,,,,,,,,,
233,내용은 둘째치고 도대체 무엇을위해 만들어진 영화인지ㅜ 보는내내 찜찜했던 유전.은 양반이었네. 감독 진심 싸이코..,,,,,,,,,,,,,,,,,
234,이건 스웨덴 정부 입장도 들어봐야 한다ㅋㅋㅋ 좀 밍숭맹숭한데 공포라기보단 인류학 다큐같다. 황금가지 꺼내야.,,,,,,,,,,,,,,,,,
235,아...보고나서 기분이 드러워짐...역함..,,,,,,,,,,,,,,,,,
236,감독의 역량은 여기까지.. 겟아웃->어스와 판박이 아닌가? 예상치 못한 성공에 다음 작품에 무리수를 두고 결국 스스로 작품을 망친다 많은 감독들이 하는 시행착오이니 그러려니 한다만 이 다음작품도 이런다면 감독의...,,,,,,,,,,,,,,,,,
237,감독 OOOO아냐 진짜,,,,,,,,,,,,,,,,,
238,호불호가 많이 갈리는 영화,,,,,,,,,,,,,,,,,
239,스웨덴 추석이 이렇게 무섭다니~,,,,,,,,,,,,,,,,,
240,따스한 태양 아래서 뜨겁게 펼쳐지는 본격대가족힐링..호러! (극장판 보고 반해서 감독판도 예매함),,,,,,,,,,,,,,,,,
241,정신이상해지는 영화장르 - 쓰레기,,,,,,,,,,,,,,,,,
242,아 진짜 ㅋㅋ감독 정신감정 좀 받자,,,,,,,,,,,,,,,,,
243,공포영화 매니아에요. 유전은 그럭저럭 신선하게 봤는데 이건 극장서 보면서 코미디라고 결론내리고 나왔습니다. 잔인한 몇장면 말고는 공포적 요소가 저에겐 거의 없었습니다. 이런 드라마(같이 안무서운)같은 공포영화는 처음...,,,,,,,,,,,,,,,,,
244,뭔가 잔잔하게 무서운 것 같아요,,,,,,,,,,,,,,,,,
245,차라리 일본 야동을 보겠다,,,,,,,,,,,,,,,,,
246,공포물 스럽지도 않고 기분만 불쾌한 영화,,,,,,,,,,,,,,,,,
247,이걸 왜 봐... 공포영화인줄 알고 봤다가 시간 버리고 나옴,,,,,,,,,,,,,,,,,
248,핵핵핵노잼 배드신도 엄청노잼이고 작가의 의도를 모르겠음 보는내도록 보는사람을 미치게만드는것같음 고아물좋아하는데 이건 고어도아님 그냥 정신병자같은느낌 단체로 그냥 미쳐보자!이런거,,,,,,,,,,,,,,,,,
249,이런거 귀찮아서 안쓰다가 너무 돈아까워서 씀 감독 스스로 본인이 천재인냥 예술인척 만든 D급영화 프롤로그만 2-30분 엄복동은 잠이라도 안오지 보는 내내 졸려서 미치는줄,,,,,,,,,,,,,,,,,
250,평론가 평점이 알라딘보다 후하네ㅋㅋㅋ 단체로 저렇게 고상하지 않으면 평론가라는 직업이 유지가 안되겠지ㅋㅋㅋ 스토리는 없고 세계관만 구성된 사이코영화일뿐.,,,,,,,,,,,,,,,,,
251,이런영화 돈받고 상영하는 이유좀 알려주시죠 화가나네요 이거저거안가리고 다좋아하는데 볼때도불편하고 보고나서도 기분이 더럽네요,,,,,,,,,,,,,,,,,
252,이따위 영화를 극장에서 보다니...,,,,,,,,,,,,,,,,,
253,공포 맞나..?    역대급 노잼,,,,,,,,,,,,,,,,,
254,포스터 그대로 여주 질질짜고 끝남,,,,,,,,,,,,,,,,,
255,이게 어째서 찬사를 받는가?,,,,,,,,,,,,,,,,,
256,감독이 불면증에 많이 시달렸었나 보다.,,,,,,,,,,,,,,,,,
257,같이 울어주고 기뻐하는 모습이 이렇게 공포스러울 줄은 몰랐네요. 어둠 하나 없이 공포를 보여주는 영화 같아요.,,,,,,,,,,,,,,,,,
258,멘탈약한사람이보면 트라우마생길수있음,,,,,,,,,,,,,,,,,
259,감독이 뭘 전달 하려는건지...광기로 슬픔을 치유하는 주인공의 모습을 보여줄려고 한건지...,,,,,,,,,,,,,,,,,
260,밝고 아름다운 지옥을 보고 싶으면 볼 영화,,,,,,,,,,,,,,,,,
261,사이비종교에 빠지면 이렇다 하는 교육 영화로는 좋을거 같네요.,,,,,,,,,,,,,,,,,
262,모드리치밖에 생각 안남,,,,,,,,,,,,,,,,,
263,가 짐 어서...s...t...a...y,,,,,,,,,,,,,,,,,
264,우울증말기 환자의 사이비종교 가입 ssul,,,,,,,,,,,,,,,,,
265,재미없는 사이코영화평점 장난질이 심하네 다들,,,,,,,,,,,,,,,,,
266,불쾌한 영화군요. 걍 불쾌함,,,,,,,,,,,,,,,,,
267,그냥 삼류 시간 낭비.머리 아픔,,,,,,,,,,,,,,,,,
268,뭔가 아름다운 풍경과 배경에서 벌어지는 으아아악,,,,,,,,,,,,,,,,,
269,색감이 예뻐서 봤고.영화를보고 예고편과 티저를 보니 더 재미네...기괴한데 전체적으로 매력적임두번은 안볼거 같은데 보길잘한거 같긴함 똘끼가 내스탈이네. 호불호는 심하겠다,,,,,,,,,,,,,,,,,
270,대체 뭘 본거지 싶은,,,,,,,,,,,,,,,,,
271,보지 마세요 머리아픕니다,,,,,,,,,,,,,,,,,
272,공포영화는 아닌듯하다,,,,,,,,,,,,,,,,,
273,변태적이고 심미적인 아리애스터의 대낮 호러..!,,,,,,,,,,,,,,,,,
274,생각해보면 배우 연기도 좋고,,,,,,,,,,,,,,,,,
275,고약하고 괴상한 치유영화,,,,,,,,,,,,,,,,,
276,유전이 기대치를 너무 높여놔서 그런걸까. 보고나니 얻은것은 두통밖에 없는 영화. 효과음과 음산한 음악 그리고 아름다운 축제 풍경은 좋았지만 유전급의 스토리나 전개를 기대한다면 분명히 실망이 클 영화임은 틀림없다.,,,,,,,,,,,,,,,,,
277,아후~~~! 야후~~~!,,,,,,,,,,,,,,,,,
278,감독시키 순 오컬트 사탄숭배자인것같아 유전에서 이미느꼇다,,,,,,,,,,,,,,,,,
279,친구와 종교는 잘만나야함,,,,,,,,,,,,,,,,,
280,1점도 아까운 영화제발 다른거 보세요^^,,,,,,,,,,,,,,,,,
281,감독의 메시지가 뭐죠?정신병같은 영화~보고나고 기분 망치는 영화,,,,,,,,,,,,,,,,,
282,보다가 도저히 못보게 생겨서 도중에 나왔음,,,,,,,,,,,,,,,,,
283,쓰레기 영화 그 이상 이하도 아님.. 뭐 되는 양 되도않은 의미 갖다 붙이려고 하지 마요,,,,,,,,,,,,,,,,,
284,이거 완전 또라이 개미친 영화네,,,,,,,,,,,,,,,,,
285,보고 후회함 정신적으로 힘들었음무서운거보다는 짜증나고 드럽고 토나오는 영화,,,,,,,,,,,,,,,,,
286,볼거 하나도 없습니다 무슨내용인지도 모르겟고 왜 다 죽이는지도 모르겟고 잔인한 장명 몇개있고 아 다필요없고 최악입니다,,,,,,,,,,,,,,,,,
287,사이비교단 다큐.지루함.스릴없음.,,,,,,,,,,,,,,,,,
288,유전을 재밌게봐서 상당히 기대하고봤는데 실망이네요.단순한 B급영화수준의 스토리를 너무길게풀어놔서 지루했고 깊은 뜻은 없는 영환데 좋게본사람들은 어거지로 의미를 부여하는거같네요. 암튼 개인적으로 비추합니다.,,,,,,,,,,,,,,,,,
289,무서운거 하나도 없고 그냥 정신병원 같음 돈아까움 그냥 과자를 먹어요,,,,,,,,,,,,,,,,,
290,아리애스터가 자신의 천재성을 유감없이 보여준 작품. 그가 구성한 끔찍한 세계에 매혹되지 않을 수 없었다.The sun ain't gonna shine anymore~,,,,,,,,,,,,,,,,,
291,그저 종교를 깐다고 10점을 주는건 ㅂS입니다. 곳곳에 악마숭배의 마크들을 보여줍니다 화룡정점으로 인신공양은 빼도박도 못하게 제물이라고 강조도 합니다. 원래 신앙은 이런거다. 이거이렇게 말하는거 병X. 전 그냥 감독...,,,,,,,,,,,,,,,,,
292,1점은 주려구요ㅎㅎㅎ,,,,,,,,,,,,,,,,,
293,노잼 뭔내용인지 진짜 보면서,,,,,,,,,,,,,,,,,
294,유전보시고 기대하시는거면 그러지 않았으면 좋겠어요. 이 영화 느낌이 독립영화랑 비슷합니다. 예고편에서 보여주는 내용은 전부다 훼이크에요. 해석이 많이 필요한 영화라 아쉽습니다..,,,,,,,,,,,,,,,,,
295,공포영화가 아닌 다큐멘터리를 보러온줄알았음.  최악의 영화,,,,,,,,,,,,,,,,,
296,고어틱하고.. 지루함...,,,,,,,,,,,,,,,,,
297,ㅈ도 별거없고 개노잼인데 알바는 OOO 푼 영화.,,,,,,,,,,,,,,,,,
298,기괴한척하는 영화. 소포모어징크스 극복 못한 감독,,,,,,,,,,,,,,,,,
299,지루한 다큐멘터리 의식보는것같음뭘말하려는건지 모르겠음 쓸데없이 의식장면은 길고 관계장면에서사람들이 어이없어서 웃음,,,,,,,,,,,,,,,,,
300,유전을 기대하고 본다면 좋은 평을 줄 수가 없음,,,,,,,,,,,,,,,,,
301,인천 주안 cgv 11시 30분꺼 보고 나왔네요. 뭘 기대하고 봤을까요? 그냥 약에 취한 한 지역의 뭐 같은 행위 지루했어요,,,,,,,,,,,,,,,,,
302,믿고 거르면 됩니다. 시간 아껴야죠^^,,,,,,,,,,,,,,,,,
303,그냥 서스페리아보다 덜잔인한버전. 어스보다는 확실히 더낫고. 근데 기괴한거 싫어하는사람은보지마세요 저도보고나서 기분이좀그릏네요;  알라딘이나 토이스토리보고 좀 추스려야겠다,,,,,,,,,,,,,,,,,
304,핵극혐 나 지금 보고 왔는데 토할거같음 ...영화관 나올따 내가 정신병 걸려서 나온듯....,,,,,,,,,,,,,,,,,
305,뻔하게 보이는데 뭘말하는지도 모르겠고영화보다 역겨워 나오고 싶은데 옆사람방해될까 고통속에 2시간반이나봤네ㅠㅠ호러니까 나랑취향이안맞는다고 생각해서 1점더줬다안본 내눈돌려줬으면ㅠㅠ,,,,,,,,,,,,,,,,,
306,내가 살면서 본 영화중에 제일 최악,,,,,,,,,,,,,,,,,
307,너무 어이가 없어서 처음 별점 남겨봄,,,,,,,,,,,,,,,,,
308,누군가에겐 기분 나쁜 영화일지도 모르겠지만 그것이 감독이 의도한 바이다. 영화를 본 이후에도 잠시동안의 머엉~함이 가시질 않는다. 마을 입구씬은 정말 취하기 좋았다. 아마 마을에 들어선 이후부터 영화가 끝나는 그 이...,,,,,,,,,,,,,,,,,
309,전혀 무섭지 않고 그냥 정신이상자 같은 영화.차라리 연쇄살인마가 이유없이 잔인하게 살인하는 영화보는게 정신적으로 덜 유해할 것 같음-_-,,,,,,,,,,,,,,,,,
310,존윅.. 제발 가서 쟤들 다 없애주세요 도라이 싸이코 이단집단,,,,,,,,,,,,,,,,,
311,사이비 종교집단+정신이상자광신도 맹신의 무서움,,,,,,,,,,,,,,,,,
312,존나 머리깨질거같음 두통있는분은 절대 보지마시길,,,,,,,,,,,,,,,,,
313,하,,,,,,,,,,,,,,,,,
314,기분나쁘다 그런데 길고지루하다  그래서 기분이 오래나쁘다 가족이생긴 주인공은 기분이 좋아보인다,,,,,,,,,,,,,,,,,
315,개OO같은 영화ㅋㅋ절대보지마라ㅋㅋ,,,,,,,,,,,,,,,,,
316,OO은 영화 눈닦고 싶다 왜봤지 하....,,,,,,,,,,,,,,,,,
317,지루하고 황당하고 잔혹하지만 디테일한 설정이 돋보였음. 감독 사고방식이 정상은 아닌듯. 아무튼 호스텔도 그렇고 유럽여행은 위험하다...,,,,,,,,,,,,,,,,,
318,1973년의 The Wickerman이 생각난다근데 그 영화가 더 재밌다,,,,,,,,,,,,,,,,,
319,재미없음 그렇게 고어하지도 않고 걍 자체가 노잼... 걍 생존루트 상상하다가 끝나는 영화 탈출영화엿으면 잼잇엇겟을듯,,,,,,,,,,,,,,,,,
320,걍 화가 남. 유전은 진짜 인생 영환데 두시간 반 버리고 싶으면 추천.,,,,,,,,,,,,,,,,,
321,처음엔 뭔가 대단한거마냥 몰입하게 하는척 하는데 개연성 1도없고 더럽고 역겹고 재미도 없고 감동도 없고 영화보면서 드는 생각이라곤 감독이랑 각본쓴새끼 정신세계가 궁금할뿐 살면서 본영화중에 제일 재미없고 역겨운영화1위...,,,,,,,,,,,,,,,,,
322,뭐야 시빌 진짜 조같네~~,,,,,,,,,,,,,,,,,
323,욕나온다 진짜 기분더러움,,,,,,,,,,,,,,,,,
324,영화를 다 볼 때 쯤엔 마을놈 머신건으로 쓸어버리고 싶다라는 생각이 들었음,,,,,,,,,,,,,,,,,
325,다보고 나니까 속이 너무 안좋네요..토할것같아요..,,,,,,,,,,,,,,,,,
326,내 안에 있는 가족을 찾아서.,,,,,,,,,,,,,,,,,
327,역겨운데 자꾸생각나서 미침,,,,,,,,,,,,,,,,,
328,다름과 틀림. 믿음과 이별. 그리고 안식.아리애스터의 컬트 환상체험.,,,,,,,,,,,,,,,,,
329,밝은 햇살 아래 목가적 풍경과 기괴함의 강렬한 대비,,,,,,,,,,,,,,,,,
330,두시간 반동안 지루하지 않았다는건 이 영화의 힘이겠지.,,,,,,,,,,,,,,,,,
331,이것도 영화라고 만든 감독을 줘패버리고싶다 ㄹㅇ,,,,,,,,,,,,,,,,,
332,시간 아까워~~  별 그지같은 걸 두시간 넘게도 찍어놨냐 유전 감독이래서 봤드니 최악이다,,,,,,,,,,,,,,,,,
333,감독이 뭘 말하려는건지 모르겠다고어할거면 확실하게 고어하던가 이도 저도 아닌 영화에 지루하기까지,,,,,,,,,,,,,,,,,
334,나쁜영화는 아닌거 같은데 남한테 추천해주기는 좀 그렇다..,,,,,,,,,,,,,,,,,
335,장르가 코미디물인가요. 그럼 꽤 준수한 영화입니다.ㅋㅋㅋ,,,,,,,,,,,,,,,,,
336,이런 병표ㅣㅇ신같은 영화를 두 시간 넘게 보고있었다니 아오 시간아까워,,,,,,,,,,,,,,,,,
337,왜 0점은 선택 못하냐 존. 나 토쏠리고 기분뭐같음 이거보고 내 우울증이 다른 정신병으로 발전하는 느낌이었음 절대 비추그나마 사람들이 영상미를 추천한다고 하는데 시123 발 영화 보다보면 영상미는 OO 들어오지도 않...,,,,,,,,,,,,,,,,,
