,content,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
191,21세기 어떤 영화에 꿀리지 않는다. 그리고 액션신들은 참 주옥같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,SF작중 최고작이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,이 영화가 99년도에 나왔다니.. 지금 봐도 CG하나 어색하지 않음.세계관 자체가 가히 탑클라스다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,이게 99년도에 나왔다는게 지금도 믿기지 않는다 지금봐도 손색없는 특수효과와 철학적인 스토리그리고 그안에 담긴 충격적인사실과 화려한액션까지!!정말이지 영화계에 한획을 그은 작품이다지금봐도 충격적인데 99년도에 이걸 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,키아누 리브스 얼굴 너무 재밌다...^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,진짜 90년대 믿기 힘들 정도의 각본과 스토리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,오늘로 15번째 본 영화.. 진짜 최고의 작품이다. 재개봉한다길래 집에서 한번 더 봄 ㅋㅋㅋ 처음 봤을때의 그 충격은 잊혀지지가 않는다.  영화 러닝타임동안 1초도 한 눈 팔지 못했다. 내 인생 이렇게 집중하고 본 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,과연 내가 살고있다고 믿는 이 세상은 현실인가? 모든것에대한 의심의 필요성,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,20세기와 21세기는 매트릭스로 나뉜다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,이 영화를 볼 수 있어 감사하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,20세기말~21세기초의 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,이 영화가 진짜다. 나머지는 매트릭스일 뿐이야.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,몇 번을 다시보다가 영화관에서 보니 매장면이 순간순간 경이롭습니다.볼때마다 어쩜 이렇게 철학이 담겨있을까 감탄하는 영화입니다.매번 영화가 끝날때마다 왜 현실을 의심할 수 밖에 없을까요. 그 메세지는 너무 강력하고 인...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,언제 재개봉해도 흥행할 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,감히 최고의 영화.. 어쩜 이렇게 몰입도 있게 만들었을까 1999년에,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10점 만점이란  이런 것. 앞으로도 매트릭스를 능가할 SF는 나오기 힘들 듯 하다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,최고라는 말 빼고 할 말이 없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,기억에 남는 정말 훌륭한 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,이런걸 보고 최고의 영화라고 하는거다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,제대로 이해를 못하면 몇번 을 봐도 소용없다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,최고의 시리즈//걸작중에 걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,스미스 폭풍간지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,최고의 세계관 최고의 스토리 최고의 액션 최고의 효과 !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,세상을 뒤집어 놓은 퓨츄어리스틱 혁명. 재패니메이션에서 영향을 받았다고 하지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,이때까지 본 영화중에 젤 재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1999년 년 겨울 키아누 리브스가 입었던 검은색 롱코트... 밖에 나가면 남자들은 전부 이옷만 입고 돌아댕겼다 ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,제대로본건 이번이처음인데 왜이제봤을까,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,내 인생 최고의 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,15년이 넘게 지난 영화인데도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,개똥해석이 난무하는 최고의 영화중 하나.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,대사하나하나 심오하다 처음엔 지루하다고 느낄수도 있음 막판 액션은 지금봐도 멋찜,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,20년이 넘은 지금 봐도 훌륭한 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,극장에서보고 영화속에서 헤어나오질 못했었던 기억이 생생하다..잘때도 일어났을때도 생각났던 영화 .. 요즘 영화는 볼땐 잼있는데 왜이리 금방 잊혀질까... 여운이 오래 남았으면 좋겠다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,지금 봐도 진짜 초대형 명작임,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,이 영화의 본질은 네오,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,완벽 그 자체 흠 잡을 데 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,현대의 창의성은 무에서 유를 창조하는 것이 아니라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,22살에서야 처음보았다 솔직히 말하자면 다른사람들의 극찬에 비해 그렇게 큰 감흥은 없었다 물론 내가아직 어리고 제대로 이해를 하지 못한것일거다 사람들이 극찬한데는 당연히 이유가 있을테니까 앞으로 매년 다시보면서 내 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,이 영화는 감히 평점이란걸 줄 수가 없다. 지금봐도 촌스러움 하나도 없는 걸작이 20년도 더 된 작품이라니.. 몇번을 더봐야 이해할수 있을까? SF최고작 띵작. 이젠 매트릭스4를 기다린다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,너무 어릴적에 대충 본거같아서 이번에 넷플릭스로 다시 봤습니다. 역시나... 엄청난 명작임이 틀림없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,갈 길을 아는 것과 길을 걷는 것의 차이,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,아는만큼 보이는영화였음 스무살이랑 지금이랑 완전다른느낌,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,20년 뒤에도 나올수있을까한 영화가 20년 전에 나왔다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,SF를 가장한 철학영화 자기개발서 백권보다 이 영화 한번보는게 더 나을듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,영화사에 전무후무할 명작을 꼽을때 바로 그 The one이 될 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,20년전이지만 하나도 어색하지 않은 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,초딩때 나온영화인데 30대가 되서 보니까엄청난 세계관이 보인다 진짜 명작!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,21년전 영화라니.. 벌써 몇번째보는지 모르겠지만... 최고다...볼수록 많은 생각이 든다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,심오하다. 많은 의미가 담긴 것 같다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,이 이상의 영화를 다시 한 번 만나고 싶다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,액션도 액션이지만 그 속의 메시지도 확실하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,판타지 장르 최고 시리즈가 반지의 제왕이라면 SF 장르 최고의 시리즈는 매트릭스다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,이러쿵 저러쿵 말해 무엇하리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,내가 태어날때 나온 영화를 20살이 되고 봤다.액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,미친영화. 약 빨지 않는 이상 만들 수 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,미쳤네 진짜 이런 상상을 한걸떠나서 저시대때 이런 말도안되는 연출력을 보이다니.. 걍 말도안되네 보는내내 이게 1900년대 영화라고? 이생각하면서 놀라고봄,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,밀레니엄 액션의 혁명 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,내가 태어나기 전에도 죽고난 후에도 이보다 대단한 영화는 안나올듯. 한 300년 후에나 가능할듯.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,미친 레전드영화 말이 필요없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,와.. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2016년 인데 아직 까지 따라올만한 영화없다본다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,내 인생영화중 하나...정말 최고다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,20세기 영화와  21세기영화를 구분짓는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,지금봐도 정말 최고의 영화였다!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,알바들이 설치는 국내영화보다는 이걸다시보고 10점을 주리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1편 처음봤을때의 충격이 잊혀지지가 않는다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,오늘 재개봉 시사회 가는데 정말 기대됩니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,17년 전 영화라고 믿기어려울만큼 스토리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,두세번본후 이제대충스토리알겠다 했는데 10번넘게쯤본 지금에서야메트릭스가현실이고 현실이 가상이라는걸알았다 제길..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,이건 혁명이다..!  화려한 무술 액션와 충격적인 세계,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,세기말 당시의 혁신적인 액션 그게 다가 아닌 충격적이고 심오하며 철학적인 스토리까지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,내가 네오가 되지 못할 거란 건 알겠다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,인류가 만들어낸 영화중 최고의 영화인듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,영화 역사에 길이 남을 명작..개봉 16년이 지났건만 영상의 세련미와 스토리는 전혀 촌스럽지 않다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,당시의 충격은 아직도 생생하다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,어렸을때는 난해해서 이해하지 못했던 부분들이 다시 봄으로써 정말 잘 만들었다고 생각한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16년이 지난 지금까지도 수많은 패러디를 만들어낸 트리니티의 공중 발차기와 네오의 총알 피하기는 아직도 잊혀지지 않는다. 오랜전에 만들어진 고전영화인데 그런 느낌이 안나는 영화 ㅎㄷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,초등학교 때는 어렵고 그냥 액션으로만 가볍게 본것같다. 철이 들어서 본 이 영화는 대단하다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,워쇼스키 형제와 휴고 위빙의 영화다....스미스 역에 휴고 위빙 아니였으면 이 영화는 그저 그런 sf영화 중 하나 였을듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,이 세상 영화가 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,현대판 터미네이터 . 다른것은 몰라도 세계관만큰은 10점이 아닌 100 점을 줘야한다. 스토리를 누가 썼는지 모르지만 발상이 기가막힌다. 거기에 멈추지않고 눈도 즐겁게까지 연출했으니 감독도 정말 기가 막힌다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,단순히 겉만 보고 액션영화라고 생각하지 마라. 이건 액션영화가 아니다. 요즘 영화처럼 영웅들이 치고박고만 하는게 아니다. 재미없다면 다시 봐라. 만약 재미없다면 한번 생각해봐라. 자신이 진정으로 영화를 볼줄 아는 사...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,이 영화가 완벽하다는데는 거의다 동의할 듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,다 가지고 있음에도 꾹 참고 차분히 풀어내는 연출. 덕분에 날아올라도 웃지 않았다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,상상이 아니라 현실을 기반으로 한거같음. 맨인블랙도 그렇고. 그리고 계속 돌려보게 만드는 대사들,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,일본만화에서 모티브를 빌려왔지만 실사영화로 구현한 것 자체만으로도 최고...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,이 작품을 단순히 대작오락영화로 치부하면 곤란하다.이 영화는  하나의 철학이다. 이 작품을 매개로 쏟아진 철학적 연구들만 봐도 알수 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,이 영화는 1999년에 최고였고 2019년에도 최고이고 3019년에도 최고일 것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,괜히 세기말 SF 영화의 정점 소리를 듣는게 아니었구만 99년생인 내가 2019년도에 봤는데도 별로 안촌스럽고 재밌다. 버릴 씬 하나 없고 영상물로 담기 힘든 이야기인데 연출,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,역시 말이 필요 없는 영화~!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,처음 볼때 보다 재 개봉 후 다시 보니 워쇼느키 자매는 많은 생각을 담았었고 그런 생각들은 나만하는 것들은 아니였고 모든 사람들이 한 번 쯤은 하지 않았나 싶네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,최고에요 매트릭스 이게 17년전 영화라니,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,그 시절에 봤으면 어땠을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,철학 액션 재미 모두잡은 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,진실을 마주하느냐 거짓에 안주하느냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,지금 2021년인데도 소름돋고 완벽한 영화내 자신이 가상세계에 있다고 생각이 들을 정도로 묘한 생각 들게 해주는 완벽한영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,우리도 ‘매트릭스’ 안에 있지 않을까 의문이 들게하는 영화. 그저 지나가는 대로 살지 않고 우리의 의지대로 살아가자. 센세이션하고 생각해 본적 없는 그런 영화. 말로 설명하기 어렵다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,21년 전에 어떻게 이런 영화를.. 충격과 공포스러운 스토리도 대단하지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,올타임 넘버원 SF 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,와 시대를 넘어선 명작!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,보면 볼수록 심오한 영화. 단순 액션영화라 보면 안됨,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,어떻게 이게 20세기에 나온 영화죠 요새 영화들도 이런 영화 찾기 힘든데,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,끔찍한 진실과 솔깃한 거짓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,100년에 한번 나올까 말까 한 최고의 sf 영화. 2~3년에 한번씩 전 시리즈 돌려봄. 20년이나 지난 영화란게 믿겨지지가 않음.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,메트릭스4 가 준비중이란 소식에 다시 꺼내본 메트릭스1... 정말 2020년에 봐도 전혀 촌티 안나고 매 화면화면의 미장센은 정말이지 탄성이 잘로 나올 정도로 너무 매혹적이고 눈과 뇌가 즐거운 명작이라 생각합니다!!...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2020 년 에 봐도  역사상 최고의  영화      바로    그,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,이걸 안보면 영원히 세상을 모름.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,트루먼쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,이게 21년전 영화라고ㅡ? 연출 액션 스토리 모두 퍼펙트,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,태어나서 첨으로 별점 10점 줌,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,솔찍히 저 당시에 나온 것만 으로도 정말 잘 만든 영화임 지금 2020 년에도 저런 느낌 영화 못나오는데 크에초에 이런 영화는 옛날느낌 식으로 봐야됨 영화는 영화일분세세하게 따지면 다 따져야함 2020 년에 나온 영...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,세계관,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2020년에 다시 봐도 찐 이다. 최고다 정말!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,무슨 말이 필요한가 매트릭스인데,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,역대급입니다 꼭 보십쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,20세기 SF 계보의 화려한 피날레,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,워쇼스키 형제의 모든 것을 갈아만든 영화. 그들이 영화를 대하는 자세,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,시뮬레이션 우주이론이 언급되는 이 시점에서 이 영화가 다시 새롭게 느껴진다.티비가없던 시절에 공상과학과는 거리가 멀던 시절에 어쩌면 다른건 다 가짜고 나혼자만 배회하는건 아닐까 상상해본적이 있었다.근데 이런 상상이 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,걍 보셈 ㄴ잼이란 ㅅㄲ들 ㄲㅈ ㅈㅂㅈㅂ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,어릴때 나온 영화라 최근 들어서 보게 됐는데... 이런 작품을 그 당시에 볼 수 있었으면 얼마나 경이로웠을지... 부럽습니다 ㅠㅠㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,나는 이 영화가 중반쯤 진행 되었을때 내 영화리스트 중 10점으로 평가될 영화라는 느낌을 받았고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,여러번 봐도 새로운 게 보이고 생각외로 액션만 있는게 아니라 철학도 들어있는 완벽한 작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,진짜 스타일리쉬하고 잘만들었어,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,4DX로 SF 액션의 아름다움을 최고로 보여준다. 가상현실과 인공지능이 주는 메시지가 설득력있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,대박. 재개봉 보길 너무너무 잘했다는...이게 20년된게 맞나?? 보면서 인셉션도 생각나고 완전 상상이상이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,초등학교 다닐때 집에서 피자먹고 당첨되서 상품으로 받았던 DVD 영화... 가보로 간직할 DVD다. 진짜 지금 봐도 전혀 촌스럽지 않은 액션영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,호접지몽 내가 나비인가 나비가 나인가,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,지금 다시 보니까 너무 난해해서 미치겠다.그리고 내가 그 때 거의 초딩이었는데 왜 키아누에 미쳤는지 알 것 같음. 허여멀건하게 샤프하게 잘생겼는데 배경 색감도 겁나 세련돼고 영웅시 되는 인물로 나와서..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,11.11.18.가장 복잡하고 잘 짜여졌으며,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,워쇼스키 형제에서 워쇼스키 자매로. SF역사 그 자체가 되어버린 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,20세기 SF영화중에서 가장 뛰어난 스토리 구성과 특수효과,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1990년대 영화라고는 믿기지 않는 그래픽과 CG영상 지금 봐도 수준급이다. 당신 혁신적 스토리에 박진감 넘치는 액션은 최고의 영화로 우뚝서게했다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,어렸을때 봤을때는 어렵게 느껴졌는데 성인이 되어 다시 보니 재미있고 뛰어난 상상력이 대단하게 느껴졌음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,오락거리와 생각할거리를 모두 던져주는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,불완전한 깨달음과 우연의 만남인지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,이걸 극장에서 봤어야했다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,미쳤다 1999년? 2014년 영화보다 잘 만들었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,21세기의 시작을 알린 다시없을 액션명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,20세기 말에 나온 영화라고 믿기지 않을 정도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,세계관 설득시키는 능력이 탁월하다. 슬로우 모션의 세심함에 감탄.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,말이 필요없을 듯. 한번쯤 꼭 봐야 할 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,숟가락은 없다..와ㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,개명작 최고다  이걸 99년도에 만들었다는게 더 대단,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,이건 진짜 인생영화야 꼭바야대,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,전무후무한 최고의 영화 인정,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,시대에 따라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,10점도 부족할정도. 점수나 말로 표현이 불가능한 영화. 어릴때 봤을땐 아무런 감흥이없었는데 성인이된후 다시 봤을때 온몸에 전율과 엄청난 메세지와 철학적 사유를 제공해주었다 이영화를 만든 감독이 그저 존경스러울따름 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,99년도에 만들어진게 믿기지않음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,인간이 만들수 있는 가장위대한 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,어렸을 때부터 여지껏 계속 봐왔는데도 대단한 것 같다! 시리즈까지 다 찾아보게 만드는 작품 중에 하나.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,영화를 다섯번째 보며 감탄한다. 영화 개봉년도를 보며 두 번 감탄한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,어렸을땐 그저 액션 재미로봤지 하지만 나이가 들수록 매트릭스의 스토리는 엄청나게 탄탄하다는걸 알수있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,참신한 스토리와 소재 감탄을 금할 수 없다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,이거슨 레전드acme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,거대한 충격을 선사,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,sf영화의 교과서..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,내인생 통틀어   최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,모피어스: 진짜라는게 뭐지?? 맛이나고 느껴지면 진짜인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,내가 본 영화중 가장 완벽에 가까웠던 영화이다. 워쇼스키 남매는 무슨 약을 빨고 이런 영화를 제작했는지 놀라움 따름...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,내가 생각하는 sf의 3대작중 가장 뛰어난 대작. 인간이 만들수있는 상상력의 한계를 벗어났다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
