,content,,,,,,,,,,,,,,,,
190,ㅅㅂ...밤에 보러갔는데 내가 왠만하면 재미없어도 글은 안남긴다..진짜 내 주변 관객들 자는사람도 많고 난 자리가 불편해서 잠도 못자고 억지로 봤다...7점이상 백프로 알바새끼들임.그알바평점에 내가 낚였지..지대로....,,,,,,,,,,,,,,,,
191,데이빗 이 다죽였네 ㅎㄷㄷ,,,,,,,,,,,,,,,,
192,등장인물의 개성이 전혀없어서 감정이입이 안된다.,,,,,,,,,,,,,,,,
193,매우 실망입니다  ㅠ.ㅠ,,,,,,,,,,,,,,,,
194,다음시리즈도 볼 예정이긴하다만.. 기대가 너무컸다 애초에 미지의 행성가는데 우주복도 안입고 처돌아다니는게 말이됩니까 증말루다가 뭐에 감염됬는지도 모르는데 기본적인 격리 조치는 나몰라라 함선내에서 개념없는 총질 데이빗...,,,,,,,,,,,,,,,,
195,여주를 어디서 이런 찐따같은애 데려다 썼냐? ㅋㅋㅋ 호빵녀 진짜 드럽게도 못생겼다 ㅋㅋㅋ 생긴거부터 해서 목소리까정 완전 엉망이더라,,,,,,,,,,,,,,,,
196,떡밥 회수 안했고 걍 징그럽고 잔인하긴만함,,,,,,,,,,,,,,,,
197,8점 이상준사람 80프로 이상 알바일듯후반부 반전장치보고 에이 설마... 했는데 어이가 없더군프로메테우스의 떡밥을 페스벤더가 공중에서 똥물을 뿌리듯 떡밥또한 변기통의 똥처럼 사라짐,,,,,,,,,,,,,,,,
198,믿고보는 에일리언 시리즈. 프로메테우스와의 적절한 연결이 맘에 든다,,,,,,,,,,,,,,,,
199,내가 원한건 이런 내용이 아니었어,,,,,,,,,,,,,,,,
200,초반 부터 사람 짜증나게 하는 영화..에일리언의 영광은 잊으시길...,,,,,,,,,,,,,,,,
201,재밋긴했는데 기대보다 별거 없네요 검은가루도 조금 의아한..,,,,,,,,,,,,,,,,
202,프로메테우스의 흥행실패때문일까,,,,,,,,,,,,,,,,
203,전체적으론 잼있게 보긴했지만 프로메테우스보다 10년후의 미래인데도 불구하고 등장인물들의 행동이 미개해진것은 실망이네요...뭔가 억지로 상황을 만든단느낌이....,,,,,,,,,,,,,,,,
204,그저 다음편을 이어가기 위한 쓸데없이 긴 예고편. 액션도,,,,,,,,,,,,,,,,
205,개발암. 초반에 칼잡고 에이리언한테 저항하는 여자는 옆에 뻔히 총이 있는데 안씀. 저 여자를 가둔 여자는 뭔 슬러그탄 장전된 샷건을 쓰는지 7발을 정조준해서 쐈는데 1발밖에 안 맞음. 영화는 재밌음,,,,,,,,,,,,,,,,
206,연출 구성 전부 좋은데... 생각 할 수록 감염계기가 너무 어이없다.  미지탐험대라면서 프로메테우스에서 조차 입었던 방호복도 없이 탐험하는 꼴이라니...심지어 생물전문가 같은 사람도 있는데 ..그러면서 감염은 또 무...,,,,,,,,,,,,,,,,
207,평점 믿지마세요 최악의 영화고  에어리언 중에 최악입니다 지루하고 아무것도 기대하지 없이 보세요 보고나오는데 기분더럽네요,,,,,,,,,,,,,,,,
208,누구나 예언자가 될수 있는 놀라운 영화...,,,,,,,,,,,,,,,,
209,갓띵작 등급판정에 오류가 있는지 왜 15세인지 의문,,,,,,,,,,,,,,,,
210,그냥 시간 때우기엔 좋다. 별로,,,,,,,,,,,,,,,,
211,80년대 b급영화 .. 후편을 위한 서론?  새로운것도 없고  공포도  없고  망작,,,,,,,,,,,,,,,,
212,이 감독은 떡밥만 줄줄 알고.. 영화자체는 잘 못 뽑고.. 후편들을 다른 감독들이 떡밥 주서서 영화 잘 뽑음,,,,,,,,,,,,,,,,
213,이전편들 본 적은 없지만 꼭 한번 보고 싶네요. 이렇게 재밌는 영화는 처음이에요 ㅋㅋ,,,,,,,,,,,,,,,,
214,평점 10점 준 알바생들 고생많다. 시간 아까운 영화 잠이나 잘껄 아놔 승질난다,,,,,,,,,,,,,,,,
215,대놓고 속편만들려고 스토리 짰네! 이제 안볼거임,,,,,,,,,,,,,,,,
216,에어리언이라고 하기에는 너무 허술한 스토리..,,,,,,,,,,,,,,,,
217,이미 알고 있다면 그것은 공포영화가 아니다,,,,,,,,,,,,,,,,
218,인간의창조주란떡밥과 와 에일리언을 엮지마라 . 이 쓰레기 영화야,,,,,,,,,,,,,,,,
219,이거 왜케 평점이 높냐 진짜 최악의 영화다,,,,,,,,,,,,,,,,
220,보는 내내 생각보다 별로다 라고 생각하면서 봤었는데 어느새.영화는 끝나 있어서 당황스러웠던 영화였음돠,,,,,,,,,,,,,,,,
221,엉성하네,,,,,,,,,,,,,,,,
222,에일리언2보다도 못한 시나리오...,,,,,,,,,,,,,,,,
223,데이빗 빌런이네...,,,,,,,,,,,,,,,,
224,옆사람 팝콘 다쏟아써요,,,,,,,,,,,,,,,,
225,전작은 10점 줬는데. 이게 뭡니까? 많이 아쉬워요.ㅠ.ㅠ,,,,,,,,,,,,,,,,
226,에이리언 광팬으로써 좀 실망.에이리언5나 빨리 제작하길...,,,,,,,,,,,,,,,,
227,영화보면서 이렇게 화난적 처음임,,,,,,,,,,,,,,,,
228,전혀 스릴없는 전개 촌스러운 연출 전작의 기원에 관한 흥미는 온데간데 없다 데이빗이라는 캐릭터는 상당히 흥미롭게 다가오는 반면에 촌스러운 연출과 상황들이 캐릭터를 뒷받침하지 못한다,,,,,,,,,,,,,,,,
229,예전 에이리언 2 기대하고 보러 갔으나 제임스 카메론 감독이 정밀 그립다 이건 우주탐사도 아니고 빵똥모자 쓰고  아마존 정글탐험 나온듯  에일리언도 허접하고 걍 장총들고 에일리언과 싸움 지루한 전개로 졸앗고  우주선...,,,,,,,,,,,,,,,,
230,마이클 패스밴더의 연기에 감동을 리들리스콧 감독의 연출에 전율을,,,,,,,,,,,,,,,,
231,이게 정말 재밌다고? 다들 머리에 총 맞았나,,,,,,,,,,,,,,,,
232,오랜만에 심장이 쿵쾅쿵쾅,,,,,,,,,,,,,,,,
233,최고다 에이리언 계속나왓으면...,,,,,,,,,,,,,,,,
234,에이리언 팬들이라면 만족할듯?,,,,,,,,,,,,,,,,
235,에이리언보다 데이빗이 중점이 되는 영화. 하지만 그래서 더 좋은 건 감독의 역량이다.,,,,,,,,,,,,,,,,
236,여러분 미세먼지가 이렇게 위험합니다.,,,,,,,,,,,,,,,,
237,영화는 재미있었는데 프로메테우스와 에일리언1과 이어지는 스토리에 대한 기대감으로 봤던 것에 비해서는 민족스럽지 못하네요. 에일리언 시리즈의 한 편이라고 생각하고 본다면 재미있을 것 같아요^^,,,,,,,,,,,,,,,,
238,올드 팬들은 약실망..원햇던 프로메테우스 연결 내용은 없고 에일리언 활약과 월터 와 데이빗 을 연기한 패스벤더 가 제일 기억에 남네요 그래도 시간 가는줄 모르고 본건 사실 이지만 보고난후의 찜찜 함과 허무함은 감출수...,,,,,,,,,,,,,,,,
239,말도 안되는 영화. 승무원들은 15살짜리 보이스카우트 걸스카우트 수준 그자체. 아무런 데이터도 없는 행성에 보호복도 없이 다니더니 격리는 지가 해놓고 다시 들어가질 않나,,,,,,,,,,,,,,,,
240,에일리언 빠라  그런지 난 극장가서 두번이나 봄.. 이건 흥행을 떠나서 예의상 어웨이크닝 만들어줘야함,,,,,,,,,,,,,,,,
241,월터는 자기입으로 더 발전 됐다면서 너무 맥없이 져버리네.. 나은점이라곤 하나도 안보이든데.. 그래도 후속작을 이정도로 기다린것도 처음이고 이제야 본만큼 너무 재밌에 봤는데 처음 1편 나왔을때 만큼의 후속 기대감은 ...,,,,,,,,,,,,,,,,
242,이게 왜 평점이 높지?? 나 혼자 죽을 수 없다라는 마인드인가?? 너무 지루하고  스토리 뻔한 결말.. 그렇다고 특별한 눈요기도 없는.. 최악의 영화...  내 돈 주고 절대 못봄...,,,,,,,,,,,,,,,,
243,영화 오프닝에 한글제목 그렇게 쓴놈 누구냐 나와라,,,,,,,,,,,,,,,,
244,구작들과 비교하면 스토리도 그렇고 영 별로 였음  뻔한 스토리  에이리언도 너무 멍청하게 나오고,,,,,,,,,,,,,,,,
245,무언가 산으로 가는것 같지만 그 산도 멋지구나,,,,,,,,,,,,,,,,
246,솔직히 오락성이 그렇게 있는 것도 아니고... 그렇다고  전작 프로메테우스 처럼 심오하고 웅장한 분위기가 있는것도 아님.  철학을 담고 있다 해봤자 신선한 스토리로 그걸 풀어나가는 것도 아니니까 전반적으로 지루함.....,,,,,,,,,,,,,,,,
247,전 편에서 일어났던 일들이 무엇 때문이었는지 알 수 있었습니다.다음 편을 기대하게 만드는 영화였습니다.,,,,,,,,,,,,,,,,
248,이거 볼 바에,,,,,,,,,,,,,,,,
249,평점알바들에 속지마세여,,,,,,,,,,,,,,,,
250,진짜 조카 재미없아서 헛웃음만 치다나왔음;진심으로 보지마세요 ㅡㅡ,,,,,,,,,,,,,,,,
251,그냥 병맛이에요 1편의 신선함은 개나 줬구요~ 에일리언이 제목으로 쓰일 필요없이 꼴통 A.I 로 바꿔야 합당하구요~ 그리고 무엇보다 영등위 일 안하냐???,,,,,,,,,,,,,,,,
252,이건 프로메데우스도 아니고 에어리언도 아니고 쓰레기 시나리도 쓰레기 ?,,,,,,,,,,,,,,,,
253,아....일단 노잼이고요....돈 아까워요....진짜 보지마세요 후회해요 무슨내용인지도 모르겠고,,,,,,,,,,,,,,,,
254,창조주가 되고싶은 피조물의 광기,,,,,,,,,,,,,,,,
255,존잼이다. 수위는 전혀 15세 답지 않았지만,,,,,,,,,,,,,,,,
256,전작들에서 본 장면들 또 보여줌 !  새로운것 읍슴 ! 감독님 이제 경로당 가서  쉬세요....,,,,,,,,,,,,,,,,
257,긴장감있게 보고온 영화입니다,,,,,,,,,,,,,,,,
258,역대 에이리언 중에서 최악임. 20년전이었다면 재미있었을수도... 과거 나온 영화와 색다른 면이 전혀 없음. 극장상영은보다 비디오형 영화정도임. 그이상은 절대로 아님.네이버 평점 문제많음.,,,,,,,,,,,,,,,,
259,진심 재미도없고감동도없고 교훈도없고 영화끝나고난뒤에 사람들표정다똑같음 끝마무리도 어중간하고 살면서영화본것중 돈주고보기아까운영화2위임 ㅋㅋㅋ중간에그냥잠 에이리언 매니아층들이나좋아할듯,,,,,,,,,,,,,,,,
260,1편을 여러번 봤으면서도 이해가 안되는부분이 많았으며. 특히 심오 하여 많은 생각을하게만들었습니다. 그런 재미가 있었으나 커버넌트는 그냥 킬링 타임용. 그리고 ai 로봇의 내용인듯 ㅋ암튼 꼭 보세요 ㅋ,,,,,,,,,,,,,,,,
261,스토리의 완성을 위한 항해로 이해한다면 이보다 좋을 수 없다.,,,,,,,,,,,,,,,,
262,지금까지 봤던 SF영화와는 차원이 다르네,,,,,,,,,,,,,,,,
263,긴장감 넘침 재밌습니다!,,,,,,,,,,,,,,,,
264,갈수록재미가없어지네요,,,,,,,,,,,,,,,,
265,에일리언의 기원을 다룬영화 근데 괴물영화에 그게 왜필요???,,,,,,,,,,,,,,,,
266,정말로 재밌네요 ㅎㅎㅎ,,,,,,,,,,,,,,,,
267,무엇을 기대하든 그 이상을 보았다,,,,,,,,,,,,,,,,
268,리들리 스콧 감독 역시 짱이다 프로메테우스 1편보다는 잼난다옛날에 마션도 재밌게 봤는데 고인이 된 동생 토니 스콧 감독을 위해서라도 오래사십시오 내년에 더 프레데터 기대된다 에이리언과 프레데터 맞짱 뜨는 영화도 보고...,,,,,,,,,,,,,,,,
269,짜증은 나지만 재미는 있다. 에이리언이잖아.,,,,,,,,,,,,,,,,
270,반전이 너무 뻔했다.. 프로메테우스가 훨씬 더 좋았어요~,,,,,,,,,,,,,,,,
271,왜? 라는 질문을 계속 회피하는 2시간의 여정.,,,,,,,,,,,,,,,,
272,알바가 너무 많아.ㅋ 기대하고 보면 실망,,,,,,,,,,,,,,,,
273,말도 안되는 괴물의 움직임이나 강력함 거기에 발암급 등장인물 들ㅉㅉ,,,,,,,,,,,,,,,,
274,그냥 찝찝함;;; 이걸 왜봤지...,,,,,,,,,,,,,,,,
275,산으로가도 너무 산으로 가는 영화,,,,,,,,,,,,,,,,
276,프로메테우스의 후속작이라고 하기엔 너무 평범한 ..어제 보고 실망했습니다. 일단 여주인공부터 조연같고...데이빗말고는 등장인물부터매력 떨어짐..스토리도 너무 뻔한..,,,,,,,,,,,,,,,,
277,정말 잘 보았어요. 스릴있고 스펙타글하여 볼만 합니다,,,,,,,,,,,,,,,,
278,철학과 문학,,,,,,,,,,,,,,,,
279,3류4류도아닌 육류 퉷!,,,,,,,,,,,,,,,,
280,이영화는 마이클 패스벤더를 보는것 말고는 아무의미가 없다. 리들리스콧이 노망이 났나봄.,,,,,,,,,,,,,,,,
281,매너리즘에 빠진 리들리스콧의 상상력 부재,,,,,,,,,,,,,,,,
282,리들리스콧이 이제 한계인것 같다. 감동도 없고 재미도 없고 논리도 없고 특수효과만 남았다.,,,,,,,,,,,,,,,,
283,15세라 놀랐다....ㅋㅋㅋ,,,,,,,,,,,,,,,,
284,새로운 나라도 아니고 새로운 행성에 도착했는데 어떤 세균이나 바이러스가 있을지도 모르는데 우주복을 안입고 간다? 어떤 동물이 있을지 모르는데 무기도 제대로 안갖추고 캠핑하듯이 간다?,,,,,,,,,,,,,,,,
285,프로메테우스도 쩔지만 이것도 쩐다,,,,,,,,,,,,,,,,
286,1편 프로메테우스 재밌게 봤다. 2편 커버넌트는 안 봐도 무방했단 생각이 든다. 3편만 남았다. 3편에서 프로메테우스 떡밥 회수가 안 되면 잣 되는 거다. 살아있는 전설 시고니 위버의 리플리가 그립다.,,,,,,,,,,,,,,,,
287,지금까지 에이리언 시리즈 중 가장 논리적 개연성이 떨어지는 최악의 3류 스릴러물. 보는 내내 실소만 나옵니다. 미지의 행성에서 프로메테우스 때랑 달리 헬멧조차 없이 다니다 감염되고,,,,,,,,,,,,,,,,
288,잔인한거말고 볼게없음...,,,,,,,,,,,,,,,,
289,여기 평점보고 바로달려갔어요 지금은 8점대내요 프로메테 다들욕했지만 완전 잼나게 봤었는데 흠 유투브에서 본 내용도업고 에일리언 1편 좀따라한거같은데 팬으로써 5년기다린 걸루 반가운건있지만 여기 글대로 무섭지도안코 ...,,,,,,,,,,,,,,,,
290,인조인간의 본격 육아일기,,,,,,,,,,,,,,,,
291,81세 거장의 진심은 통하는 법이구나,,,,,,,,,,,,,,,,
292,그 많은 제작비 대체 얻다 썼지?,,,,,,,,,,,,,,,,
293,에어리언 초기작을 제대로 현대판으로 리메이크 했던 느낌 받았습니다~ 정말 재밌었어요!ㅋㅋ,,,,,,,,,,,,,,,,
294,자기도 피가 튀었으면서 감염 됐을지 모른다고 동료 꺼내주지도 않고 문잠그고.. 리들리 스콧이 이렇게 유치찬란한 연출을 할 줄이야 ㅋㅋ 대실망이다. 진짜.,,,,,,,,,,,,,,,,
295,섹스할때 빌런이 방해하는 짓거리를 50년간 반복하는 할리우드 전개부터 튀어나오는장면 결말까지 어디서 본것같은 진부함이 가득,,,,,,,,,,,,,,,,
296,프로메테우스의 내용이 이어지길 기대했으나 그 기대를 패대기치는 영화였고.. 우주선 인공지능 만드는 기술이저정도인데 다른건 발전을하나도못한듯,,,,,,,,,,,,,,,,
297,후속작이 제작된다는 소식을듣고 살아야할 이유를 찾았습니다,,,,,,,,,,,,,,,,
298,프로메테우스가 나온지 이렇게 오래됬군요.. 쩃든 이번 영화도 흥미롭게 잘 봤습니다,,,,,,,,,,,,,,,,
299,철학과 공포,,,,,,,,,,,,,,,,
300,엔지니어 그들은 지적 우월체이며,,,,,,,,,,,,,,,,
301,그닥... 별로잼없어요,,,,,,,,,,,,,,,,
302,명화후편너무기대하고본듯ㅠㅠ지루하고저달하고자하는내용을알수가없음,,,,,,,,,,,,,,,,
303,엔지니어 행성의 신비와 제노모프의 공포를 기대하셨다면 실망하실듯 싶네요.그 보다 피조물인 데이빗8의 광기와 창조자를 향한 욕망이 소름돋게 표현되었습니다...제노모프에 관한건 아쉽지만 SF스릴러 메니아라면 한번 보시길...,,,,,,,,,,,,,,,,
304,미술 음악 스토리 창의성 연기 정말 훌륭합니다 단 여자주인공이 개인적으론 안타깝습니다,,,,,,,,,,,,,,,,
305,역시 리들리스콧! 괜찮게 봤습니다,,,,,,,,,,,,,,,,
306,너무재밌음~ㅋㅋ오랜만에 에이리언이나 다시봐야지 ㅋㅋ,,,,,,,,,,,,,,,,
307,잔인하고 내용을 모르겠어요,,,,,,,,,,,,,,,,
308,ㅈㄴ 지루하게 시작해서 ㅈㄴ 답답하게 진행되다가 ㅈㄴ 뻔하게 끝남.1점짜리는 아닌데 지금 평점 9점대는 확실히 오바임.,,,,,,,,,,,,,,,,
309,영화가 끝난 뒤에도 충격때문에 뒷골이 저렸다...,,,,,,,,,,,,,,,,
310,15세 라고 모라하는 사람들은 평생 피도한번 안보고 산 사람들인가ㅎㅎ잔인함 수위는 딱 15위가 맞음,,,,,,,,,,,,,,,,
311,능력없는 인간이 선장을 맡으면 망할수밖에. 한국사회곳곳에 능력은없고 사회생활 샤바샤바만 잘해서 높은자리 차지한 인간들이 엄청많음,,,,,,,,,,,,,,,,
312,생각보다 괜찮음. 후속편기대된다.,,,,,,,,,,,,,,,,
313,방금 cgv 채널로 다시봐도 지리네요,,,,,,,,,,,,,,,,
314,프로메테우스 보단 포스가 덜함,,,,,,,,,,,,,,,,
315,볼만하긴한데 찝찝하네요,,,,,,,,,,,,,,,,
316,에일리언 어웨이크닝 꼭 만들어주세요 리들리옹ㅠㅠㅠ마이클 패스밴더 연기 겁나 잘해ㅠㅋㅋㅋ,,,,,,,,,,,,,,,,
317,에이아이가 창조능력이 있으면 벌어지는 일,,,,,,,,,,,,,,,,
318,로봇이 머리가 자라다니... 나도 머리가 없는데...,,,,,,,,,,,,,,,,
319,너무 재밌게 잘 봤어요~~^^,,,,,,,,,,,,,,,,
320,이거 잘 된다면 3편까지 만든다고 하셨는 데..이제 만드셔야죠..감독님!!!,,,,,,,,,,,,,,,,
321,반전은 약간 뻔하지만 에일리언의 탄생 목격 그 자체만으로도 의미있었음. 다만 15세이용가는 이해가안감,,,,,,,,,,,,,,,,
322,광고하는거보고 애들과 엄청 기대하고 간만에 보게되었습니다.중간중간 무섭긴했지만 탄탄한 스토리로는 좀 부족했는듯하고 마지막에 마무리가 어정쩡하게 끝난느낌이라 아쉬웠네요,,,,,,,,,,,,,,,,
