,content,,,,,,,,,,,,,,,
226,오랜만에 몰입도 있는 SF영화,,,,,,,,,,,,,,,
227,재미있네ㅋ 평점 8.0 충분히 넘을만한 것 같은데.. 8.5정도 나온다 해도 이상치 않을 정도.. 개연성면에서는 아쉽지만,,,,,,,,,,,,,,,
228,지렸다~~~~인정해라,,,,,,,,,,,,,,,
229,평이 너무안좋아서 안보다가 에일리언 개봉전이라 방금 보고왔는데 왜 평점이 이렇게 낮지.. 재밋는디 에일리언의 전초전으로 끝나서 그런가.. 이거 보고왔더니 에일리언이 괜히 더 기대된다.,,,,,,,,,,,,,,,
230,리들리스콧 감독만의 특성을 보여준다,,,,,,,,,,,,,,,
231,2편을 위한 거대한 발판을 마련해놨다.,,,,,,,,,,,,,,,
232,후속편이 나오면 재조명 받게될 작품,,,,,,,,,,,,,,,
233,인생영화중에서한편임,,,,,,,,,,,,,,,
234,미래에서 왔습니다 정확히 말하면 1799일만에 후속편이 나옵니다~ '프로메테우스'는 완벽한 시나리오입니다. 후속편을 위해 영화속에 많은 소재들을 등장시키고 자연스레 스토리를 풀어나가며,,,,,,,,,,,,,,,
235,진짜 최고인듯....감명받았네요ㄷㄷㄷ,,,,,,,,,,,,,,,
236,네이버평점보고 안볼려고햇던 내자신이한심스럽다 몰입도 집중도 짱  중절씬 계속생각나고 여자주인공 발암 ㅠㅠㅠ,,,,,,,,,,,,,,,
237,다시 봐도 개명작이다 ㄹㅇ,,,,,,,,,,,,,,,
238,개명작 다시봐도 꿀잼 ㅎㅎ,,,,,,,,,,,,,,,
239,역대 최고의 영화인데 평이 왜 이런거야..기자평도 그렇지만 네트즌 평도 그지같네.;; 너무 이해가 안간다...비교대상은 아니지만 개인적으로 매드맥스 같은 영화보다 훨씬 잘 만들어진 영화라고 본다,,,,,,,,,,,,,,,
240,최고의영화. 2 기대하고있습니다,,,,,,,,,,,,,,,
241,10년전 센세이션 일으켰던 영화를 지금 관점으로 평가하는 빡대갈2들 안타까움,,,,,,,,,,,,,,,
242,주인공 신봉선 닮음..,,,,,,,,,,,,,,,
243,원래10점인데 샤를리즈테론이 여주가 아니라서 9점,,,,,,,,,,,,,,,
244,화려한 볼거리외에 재미없음. 속편을 염두에 두었으면 매트릭스처럼 중간 결말이라도 있어야하는데 결말없이 걍 끝나버림. 속편을 보라는 이야기. 보고나면 짜증남.,,,,,,,,,,,,,,,
245,마지막  여주 말한마디에   비행선 자폭할땐  너무 어이가없어서  승질이 다 나더라.  OOO기영화 맞음,,,,,,,,,,,,,,,
246,와 징그럽기만하고 여주인공은 남한테 피해주고 혼자 안죽어 ㅋ,,,,,,,,,,,,,,,
247,옆으로 피하면 되잖아... 거 답답하네,,,,,,,,,,,,,,,
248,지금껏 나온 관련영화를 모두 종합한 사건의 흐름 1.외계인은 인간을 창조2.인간은 안드로이드를 창조3.안드로이드는 에일리언을 창조 4.시고니위버누나가 에일리언과 싸움  추신:무슨이유인지 모르지만 프레데터도 에일리언과...,,,,,,,,,,,,,,,
249,7점대 영화는 아니다!,,,,,,,,,,,,,,,
250,프리퀄의 모범이 되는 작품. 보고나면 다음이야기가 궁금해서 참을수가 없다. 우리의 기원에대한 발칙한 상상.,,,,,,,,,,,,,,,
251,그래~제발 옆으로 뛰엇!!!,,,,,,,,,,,,,,,
252,이런 대작이 7점대라니 네이버 클라스,,,,,,,,,,,,,,,
253,평점 낮아서 평점주고감. 정말 재밌어서 감탄함.,,,,,,,,,,,,,,,
254,생각없이 봤다가 정신줄 노쿠봤음.많은 생각을 하게해줌,,,,,,,,,,,,,,,
255,매우 재밌었습니다!,,,,,,,,,,,,,,,
256,애당초 에일리언 시리즈를 안본 사람들은 이게 뭔 내용이지? 싶은 영화.. 물론 그중에도 충분히 재밌게 볼 수 있는 영화지만..나같이 알고보는 사람들은 10점도 모자르다..,,,,,,,,,,,,,,,
257,리들릿 스캇 옹. 오래사셔야 하는데... 스캇옹이 생각하는 그 모든 세계 다 보여주세요,,,,,,,,,,,,,,,
258,클래식...8년이 지난 지금 봐도 재미진 영화...역시 박ㅍㅅ이는 평점 ㅈ같이 줬구만,,,,,,,,,,,,,,,
259,인류의 기원을 찾아서..우주로! 라니 이것만큼 인간의 가슴을 두근거리게 하는 소재가 어디있을까 난 에일리언 오프닝격인 영화인줄 모르고봤는데 ㄹㅇ에일리언이랑 따로 놓고 봐야함 그저 프롤로그 영화가 아님외계인 비주얼도 ...,,,,,,,,,,,,,,,
260,명장이 평점이왜이래..,,,,,,,,,,,,,,,
261,초반  도입부 부터 외계인 등장과 ost만 들어도 웅장하고 경이롭다.,,,,,,,,,,,,,,,
262,인간의 나약함이 느껴지는 장면은 계속 앞으로 뛴다는거.,,,,,,,,,,,,,,,
263,최소 5번은 봄.명작.,,,,,,,,,,,,,,,
264,케이블에서 해서 본건데..평점 1점이나 10점줄때만 로그인해서 남기는데,,,,,,,,,,,,,,,
265,장면 하나하나가 그냥 지나쳐서는 안되는 긴장감 백만배~!! 연출 대박  쩌는 영화다 거기에 인류의 기원이라는 주제를 이보다 더 잘 표현한 영화도 드물다 로코물 매니아가 아닌이상 6~7점대 평점도 너무  낮다,,,,,,,,,,,,,,,
266,리들리 스콧 감독이 영화를 통해 평생 얘기하던 창조주와 피조물의 관계,,,,,,,,,,,,,,,
267,볼때마다 새로운 영화. 한번더인류에 기원에 대해 생각해보게되는...우주는 광활하고 인간의 호기심은 끝내 미지한 인류의 시작과 끝을 알아내지 않을까. 기독교인들은 싫어할 영화,,,,,,,,,,,,,,,
268,소름의 연속. 멍 하니 봤음..,,,,,,,,,,,,,,,
269,3번은 봐야 인물 관계나 전체적인 스토리가 눈에 들어온다  애초에 여러번 보라고 만든 영화인 듯..  정말 대단한 스토리라인이다,,,,,,,,,,,,,,,
270,너무 재밌게봤다 2번 3번봐도 재밌는영화,,,,,,,,,,,,,,,
271,왜 7점이지? u20 세네갈전 기다리면서 보는데 진짜 재밌네요,,,,,,,,,,,,,,,
272,졸라 재밌음,,,,,,,,,,,,,,,
273,상당한 재미와 몰입도를 선사함.,,,,,,,,,,,,,,,
274,아 뭐야.. 심오해져 괜히,,,,,,,,,,,,,,,
275,태초의 궁금증을 확대 시킨 영화 에어리언은 덤,,,,,,,,,,,,,,,
276,유튭 영화소개 영상으로 알게 되 영화인데 잘 만들어졌는데 평점이 낮아서 놀랐네 2012년도에는 받아들이기 어려웠던건가,,,,,,,,,,,,,,,
277,보면 볼수록 완벽한 영화...,,,,,,,,,,,,,,,
278,궁금한게 너무많다 일단 기존에 에이리언 벌레들하고 왜다른지와 바이필드는 왜 그렇게 된것과샤를리즈테론이 맞는지 의문이 들정도로 다르게 이쁜것과 데이빗이 뭐라고 통역했길래 대머리인간이 빡친건지 그리고 데이빗은 로봇주제에...,,,,,,,,,,,,,,,
279,박평식~ 이렇게 멋진 영화에 5점이 뭐냐? SF 오딧세이 영생의 철학  신은 존재할까... 후속편을 만들어주세요~ 감독님~,,,,,,,,,,,,,,,
280,리들의 명성을 재차 확인,,,,,,,,,,,,,,,
281,볼거리는 많지만 발암 등장인물들 때문에 속터짐,,,,,,,,,,,,,,,
282,스콧옹 건강하시길..,,,,,,,,,,,,,,,
283,오래오래사셔요 리들리 할배,,,,,,,,,,,,,,,
284,생각보다평점 되게낮네 의왼데,,,,,,,,,,,,,,,
285,몇년 후에도 계속 생각나는 영화다,,,,,,,,,,,,,,,
286,관심도없다가 5년이 지난지금봣는데 넘나재밋다,,,,,,,,,,,,,,,
287,한번 읽고 보면 최고의 몰입감. 궁금증과 호기심 폭발.,,,,,,,,,,,,,,,
288,왠지모를 부족함이 있었지만 훌륭했다. 훌륭한 영화와 함께 대선을!,,,,,,,,,,,,,,,
289,커버넌트 빨리보고 싶다~,,,,,,,,,,,,,,,
290,인류기원 그리고 에어리언의 기원,,,,,,,,,,,,,,,
291,평점쟁이들수준하고는..한국조폭,,,,,,,,,,,,,,,
292,조물주의 대답은.. 초크슬램,,,,,,,,,,,,,,,
293,내 일생의 영화로 등록! 10번은 본듯하네요,,,,,,,,,,,,,,,
294,왜 한국 영화들보다 평점이..낮지....,,,,,,,,,,,,,,,
295,2편 도대체 언제나오는거임,,,,,,,,,,,,,,,
296,에일리언 팬이라서 호평하는게 아니라,,,,,,,,,,,,,,,
297,평점이 낮은 이유를 모르겠다 존재미에요,,,,,,,,,,,,,,,
298,이게 평점이 7점대라니...이해력 딸리는 사람들 많은듯,,,,,,,,,,,,,,,
299,쇼 박사 레알 발암캐릭 ㅗㅗ,,,,,,,,,,,,,,,
300,영화관에서 처음보고 2~3년에 한번씩 총 3번봤네요.다시보고 또 보아도 명작입니다. 에어리언vs프레데터 이런 삼류감성 생각하고 보시면 안되요.,,,,,,,,,,,,,,,
301,그냥 너무 쩐다 인생영화,,,,,,,,,,,,,,,
302,그냥 지나갈라다 평점 너무 낮아서 10점 주고간다. 이런 개명작이 어떻게 7점대냐.,,,,,,,,,,,,,,,
303,다음편이 기대되었고 흥분되었다  이제 봤다는것이 안타까웟을뿐,,,,,,,,,,,,,,,
304,멋진영화. 몇년이 지나도 잘만들었단생각이듬,,,,,,,,,,,,,,,
305,다시 보는데 명작이다...ㅜㅜ,,,,,,,,,,,,,,,
306,이 명작이 평점이 왜이래 ???? 9.0 은 되야지,,,,,,,,,,,,,,,
307,명작 글래디에이터를 만든 스콧의 또다른 명작 CG스케일 실제같은 연출 대단할뿐,,,,,,,,,,,,,,,
308,5번 봣다 명작이다 꼭 봐라,,,,,,,,,,,,,,,
309,제목까지 프로메테우스라니. 걸작이다.,,,,,,,,,,,,,,,
310,에일리언 시리즈중 원탑이다.,,,,,,,,,,,,,,,
311,에일리언의 명성을 망쳤다는게 도대체 무슨 쌉소린지는 모르겠네 뭐가 에일리언 스러워야 하는거임?,,,,,,,,,,,,,,,
312,재미있고 멋지고 좋아요,,,,,,,,,,,,,,,
313,존잼 존잼 존잼 존잼 존잼,,,,,,,,,,,,,,,
314,재밌게 봤는데 평점이 낮네요..,,,,,,,,,,,,,,,
315,다시 봐도 재밌긔..감독이 진짜 천재,,,,,,,,,,,,,,,
316,7점대 받을 영화가 아닌데..,,,,,,,,,,,,,,,
317,우리나라는 언제쯤 이런 영화 만들 수 있을까???,,,,,,,,,,,,,,,
318,인간이 외계인의 창조물이라는 감독의 상상력이 대단하다. 인간의 기원에대해 한번 생각볼만한 수작이고 재미와 긴장감 또한 놓치지않는다,,,,,,,,,,,,,,,
319,레알 명작 몰입도,,,,,,,,,,,,,,,
320,개봉 당시 영화관에서 보고 충격받았는데,,,,,,,,,,,,,,,
321,SF를 가장한 공포 스릴러,,,,,,,,,,,,,,,
322,시작할때 외계인이 팬티입고 있을때부터 불안했다. 고도의 과학 기술은 방어 시스템도 없는 우주선에만 몰빵한듯,,,,,,,,,,,,,,,
323,미친 평점 알바 놈들아 이게 7점? 수준 존나 낮네 빡대가리들,,,,,,,,,,,,,,,
324,SF 스릴러의 수작. 두고두고 볼수록 깊이가 느껴지는 작품.,,,,,,,,,,,,,,,
325,박사년 죽어라 제발,,,,,,,,,,,,,,,
326,영화를 편집을 너무많이한건지,,,,,,,,,,,,,,,
327,학교 과제때문에 봤는데...이거 에일리언 시리즈 관련 사전 지식이 없으면 머릿속에 물음표만 가득 떠오르는 불친절한 구성입니다. 인물도 2~3명 빼고 다 평면적이고 스토리도 직선적이고 치밀하지 못 합니다. 그냥 팬덤문...,,,,,,,,,,,,,,,
328,진짜 꼭 보세요 명작입니다.. 평점이 이정도밖에 안되는게 이해가안가네,,,,,,,,,,,,,,,
329,리들리 할아버지 오래오래 건강하게 이런 좋은 영화 많이 찍어주세요~ 역시 리들리 스콧 감독은 SF 영화를 잘만든다. 몇 번을 다시 봐도 인상깊다. 그리고 샤를리즈 테른 누나 그렇게 아무하고나 자지 마세요 ㅎ 해임달 ...,,,,,,,,,,,,,,,
330,프로메테우스는 그냥 봐야 하는 영화. 명작,,,,,,,,,,,,,,,
331,쫌 만지지 말라니까 인간들 말 참 안들어요,,,,,,,,,,,,,,,
332,리들리 스콧 감독의 섬세한 연출이 돋보인 영화,,,,,,,,,,,,,,,
333,sf 싫어했는데 이건 재밌다,,,,,,,,,,,,,,,
334,10 대  20대  30대  그냥  재미로만  봣던  순차적  영화인데  다시  에이리언1  과  연계해보니  졸  명작이네요  나도  처음  봣을댄  5점정도엿는데  오늘  다시보니  10점도  아깝네요    더하...,,,,,,,,,,,,,,,
335,이걸 이제서야 봤다는게 믿기지 않다.내가 너무 어린나이에 에일리언을 접한거 같다,,,,,,,,,,,,,,,
336,에일리언을 처음봤을때 만큼의 전율이 느껴지는 걸작.,,,,,,,,,,,,,,,
337,아이디어 기발하고 속편이 너무 궁금해짐,,,,,,,,,,,,,,,
338,오락영화라기엔 무거운 내용이지만 나름 재미있음 이제 이 정도 영화도 해석을 찾아봐야하는 내가 한심하다ㅜㅜ,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,
341,다음 후속작이 기대된다.,,,,,,,,,,,,,,,
342,인류의 탄생 기원 뿐만아닌,,,,,,,,,,,,,,,
343,와우!!!  이렇게 에일리언이 탄생한건가. 잼나게 봤네,,,,,,,,,,,,,,,
344,평점이왜ㅐㅐㅐㅐ??,,,,,,,,,,,,,,,
345,존잼인데 평점 왤케 낮지,,,,,,,,,,,,,,,
346,에이리언 프리데터 팬이라면 놓칠수 없는 명작이죠^^,,,,,,,,,,,,,,,
347,인류의 기원에 대한 질문을 던지며 모두를 충격과 공포에 빠트린 영화. 오래오래 사셔서 다음 이야기도 꼭 완성해 주세요!,,,,,,,,,,,,,,,
348,야동볼 시간에 이런 영화점 봐라 인간들아..피가 되고 살이 된다,,,,,,,,,,,,,,,
349,설명이 불친절해서 오히려 더 재밌는 영화. 다분히 더 높게 평가되어야할 영화라고 생각됩니다.,,,,,,,,,,,,,,,
350,평점이 너무 낮아 들어왔네요이건 고전 클래식 수준의 SF영화에요.이보다 멋진 영화가 있나요?,,,,,,,,,,,,,,,
351,진화와 창조라는 다소 무거운 주제를 SF와 공포로 잘 버무린 역작. 영화 프로메테우스는 불이 아닌 인류 기원의 비밀을 훔쳤다. 평점 교정용 10점!!,,,,,,,,,,,,,,,
352,심심하게 떡밥 회수한 커버넌트보다. 세련되게 떡밥 뿌린 프로메테우스에 한표,,,,,,,,,,,,,,,
353,난 진짜 줫나 재미있고 흥미진진하고 눈호강해주는 배경들도 많이봤는데 이만큼 해놓고 그리 성공하진 못해서 너무 아쉽네.SF 외계물 좋아하면 매우 추천함. 감독만의 상상으로 요정도 할수있는건 진짜 몇 없는듯.,,,,,,,,,,,,,,,
354,아..오만한 창조주 엔지니어 한명이 부른 대참사...대화만 했어도,,,,,,,,,,,,,,,
355,몇번씩 다시 보는데 재밌어요!!,,,,,,,,,,,,,,,
356,당연10점이지....,,,,,,,,,,,,,,,
357,주인공이 답답이지만 신선하네요. 근데 시리즈물인가 보네,,,,,,,,,,,,,,,
358,나는 누구인가? 이 세상은 무엇인가?라는 실존적,,,,,,,,,,,,,,,
359,보고 가끔씩 생각나는 영화,,,,,,,,,,,,,,,
360,이 세상에 불멸은 없다. 인간도 죽고 엔지니어도 죽고 에일리언도 죽는다. 데이빗만 죽지 않는다. 프리퀄3에서 어떨지 모르지만... 아무튼 모든 피조물들은 때가 되면 쇠하게 되고 그 육신은 자연으로 돌아간다.,,,,,,,,,,,,,,,
361,가장 이성적인 샤를리즈 테론 인간의 조상은 에일리언?,,,,,,,,,,,,,,,
362,이걸 이제 넷플릭스통해서 봤네ㅡ잼있음.마지막장면 오오오,,,,,,,,,,,,,,,
363,난 볼만했는데? 재밌다,,,,,,,,,,,,,,,
364,영화 몰입도도 좋고 시나리오도 완벽에 가깝다고 느껴지는 작품 2편을 먼저보고 봤는데도 재밌게 본 영화,,,,,,,,,,,,,,,
365,반전영화였다. 콘택트같은 영화일줄 알았는데 에일리언같은 영화였다는 반전이 영화중 가장 쇼킹했다,,,,,,,,,,,,,,,
366,종교를 믿는 사람이라면 보기 싫을지도,,,,,,,,,,,,,,,
367,에일리언 보러 왔다가 누미 라파스 팬이 되버린 영화,,,,,,,,,,,,,,,
368,최고입니다.저의 최애 영화죠.,,,,,,,,,,,,,,,
369,이건진심 다시봐도 잼있다.,,,,,,,,,,,,,,,
370,재밌는데? 평점 넘 낮다. 말도 안되는 한국영화도 8점대인것도 있는데 이게 왜..,,,,,,,,,,,,,,,
371,평점이 너무 낮네  정말 재밌는 영화인데,,,,,,,,,,,,,,,
372,훌륭한 영화는 가끔 생각나서 매번 찾아보게 된다 이 영화가 그렇다,,,,,,,,,,,,,,,
373,7점대가 말이나 되나??,,,,,,,,,,,,,,,
374,나중에 시간이 지나고 나서야 재평가가 이루어진 영화임. 물론 에일리언 시리즈에 대한 명성과 프리퀄에 대한 사람들의 기대치를 모두 충족시키는 건 어려웠지만 충분히 이 영화는 인정을 받을만 했다고 생각함,,,,,,,,,,,,,,,
375,이런 영화가 언제 다시 나올려나...,,,,,,,,,,,,,,,
376,이 대작을 보고 지루하다면 도대체 뭐가 재밌을까..,,,,,,,,,,,,,,,
377,평점이 낮아서 남깁니다 징그러운거 싫어하는데도 너무 재밌게 봤어요!,,,,,,,,,,,,,,,
378,재밌게 잘봤어요 7년전껀데 지금 만든거같은 퀄리티임,,,,,,,,,,,,,,,
379,인간의 상상력이 아니다. .. 명작을 넘어 대작임,,,,,,,,,,,,,,,
380,감사합니다     이런영화 만들어주셔서,,,,,,,,,,,,,,,
381,거장의 클래식한 우주 서사시 엄청나다,,,,,,,,,,,,,,,
382,최고의 걸작 sf 영화시리즈 리들리스콧 에이리언 시리즈 영원하라 마이클 패스벤더 이 시대 최고의 명배우 무조건 감사함다,,,,,,,,,,,,,,,
383,한번에 쉽게 단언해버리는 평론가가 안타까울 뿐.,,,,,,,,,,,,,,,
384,왜 리들리 스콧인지를 보여주는 영화..,,,,,,,,,,,,,,,
385,이렇게 재미난 영화는 10점 안 줄 수가 없죠. 마지막 에일리언 정말 무서웠어요,,,,,,,,,,,,,,,
386,MAGNIFICIENT!!,,,,,,,,,,,,,,,
387,7점은뭐지 영화 3.4번봤다.진짜 완벽에가까운  영화다집중해서봐라 역대급 영화다,,,,,,,,,,,,,,,
388,9점은 안되지만 8.5점은 마땅히 넘어야 되는 영화~!!,,,,,,,,,,,,,,,
389,내가 왜 보고 있는지 모르겠던 영화.. 데이빗이 제일 쓰레긴듯,,,,,,,,,,,,,,,
390,시간안보고 쭉 봤으면 별점5점!!,,,,,,,,,,,,,,,
391,에이리언 시작으로 프로메테우스..과학과 신화 예술영화의 모든장르 를  넘나들며 화면이 터져나갈 듯 한 재미와 궁금증 철학과 젊은 날 의 감독의 패기를 보여준다.거장 임,,,,,,,,,,,,,,,
392,최고의 영화 더이상 말이 필요 없음,,,,,,,,,,,,,,,
